utilization_gpu,memory_used,memory_total,time,
5 , 47435 ,49140 , 1.1,
59 , 47703 ,49140 , 2.2,
19 , 47703 ,49140 , 3.27,
10 , 47703 ,49140 , 4.37,
11 , 47703 ,49140 , 5.45,
10 , 47703 ,49140 , 6.55,
10 , 47703 ,49140 , 7.65,
9 , 47703 ,49140 , 8.74,
9 , 47703 ,49140 , 9.83,
9 , 47703 ,49140 , 10.93,
14 , 47703 ,49140 , 12.01,
9 , 47703 ,49140 , 13.09,
10 , 47703 ,49140 , 14.19,
