utilization_gpu,memory_used,memory_total,power_draw,cpu_usage,time,acc,flops,
0 %, 3 MiB, 24576 MiB,15.29 W,32.9,164.06,
0 %, 3 MiB, 24576 MiB,14.02 W,35.5,165.11,
0 %, 3 MiB, 24576 MiB,15.38 W,29.4,166.16,
0 %, 3 MiB, 24576 MiB,15.86 W,36.2,167.21,
0 %, 3 MiB, 24576 MiB,15.64 W,35.2,168.25,
0 %, 3 MiB, 24576 MiB,16.03 W,33.4,169.3,
0 %, 3 MiB, 24576 MiB,16.32 W,42.6,170.34,
0 %, 3 MiB, 24576 MiB,14.32 W,33.5,171.39,
0 %, 3 MiB, 24576 MiB,14.79 W,39.7,172.43,
0 %, 3 MiB, 24576 MiB,15.44 W,30.8,173.48,
0 %, 3 MiB, 24576 MiB,13.81 W,36.8,174.52,
0 %, 3 MiB, 24576 MiB,15.47 W,37.2,175.56,
0 %, 3 MiB, 24576 MiB,14.28 W,34.7,176.61,
0 %, 3 MiB, 24576 MiB,14.54 W,37.1,177.65,
0 %, 3 MiB, 24576 MiB,15.54 W,29.5,178.7,
0 %, 3 MiB, 24576 MiB,15.01 W,30.4,179.75,
0 %, 3 MiB, 24576 MiB,15.63 W,19.7,180.79,
0 %, 3 MiB, 24576 MiB,15.73 W,25.8,181.84,
0 %, 3 MiB, 24576 MiB,15.79 W,36.7,182.88,
0 %, 3 MiB, 24576 MiB,14.73 W,38.3,183.93,
0 %, 3 MiB, 24576 MiB,14.08 W,32.1,184.98,
0 %, 3 MiB, 24576 MiB,14.46 W,40.1,186.02,
0 %, 3 MiB, 24576 MiB,15.86 W,34.0,187.07,
0 %, 3 MiB, 24576 MiB,15.56 W,33.8,188.11,
0 %, 3 MiB, 24576 MiB,15.61 W,35.6,189.16,
0 %, 3 MiB, 24576 MiB,15.69 W,32.1,190.2,
0 %, 3 MiB, 24576 MiB,15.93 W,36.8,191.24,
0 %, 3 MiB, 24576 MiB,15.31 W,33.6,192.29,
0 %, 3 MiB, 24576 MiB,16.07 W,37.6,193.33,
0 %, 3 MiB, 24576 MiB,14.97 W,37.6,194.37,
0 %, 3 MiB, 24576 MiB,15.65 W,34.9,195.42,
0 %, 3 MiB, 24576 MiB,15.78 W,32.9,196.46,
0 %, 3 MiB, 24576 MiB,15.32 W,29.8,197.51,
0 %, 3 MiB, 24576 MiB,15.35 W,31.7,198.55,
0 %, 3 MiB, 24576 MiB,15.72 W,33.8,199.59,
0 %, 3 MiB, 24576 MiB,15.59 W,28.5,200.64,
0 %, 3 MiB, 24576 MiB,15.80 W,34.9,201.69,
0 %, 3 MiB, 24576 MiB,15.76 W,29.6,202.73,
0 %, 3 MiB, 24576 MiB,13.53 W,33.2,203.78,
0 %, 3 MiB, 24576 MiB,15.42 W,36.6,204.82,
0 %, 3 MiB, 24576 MiB,15.64 W,35.2,205.86,
0 %, 3 MiB, 24576 MiB,15.74 W,37.7,206.91,
0 %, 3 MiB, 24576 MiB,15.68 W,34.4,207.95,
0 %, 3 MiB, 24576 MiB,15.70 W,25.2,209.0,
0 %, 3 MiB, 24576 MiB,14.82 W,36.4,210.05,
0 %, 3 MiB, 24576 MiB,15.85 W,29.3,211.1,
0 %, 3 MiB, 24576 MiB,15.71 W,25.5,212.14,
0 %, 3 MiB, 24576 MiB,15.36 W,32.8,213.19,
0 %, 3 MiB, 24576 MiB,14.03 W,36.6,214.23,
