utilization_gpu,memory_used,memory_total,power_draw,cpu_usage,time,acc,flops,
0 %, 3 MiB, 24576 MiB,14.27 W,36.9,260.91,
0 %, 3 MiB, 24576 MiB,14.71 W,32.8,261.95,
0 %, 3 MiB, 24576 MiB,14.62 W,24.3,262.98,
0 %, 3 MiB, 24576 MiB,15.57 W,35.6,264.02,
0 %, 3 MiB, 24576 MiB,15.40 W,23.9,265.05,
0 %, 3 MiB, 24576 MiB,15.56 W,28.8,266.09,
0 %, 3 MiB, 24576 MiB,15.65 W,30.7,267.12,
0 %, 3 MiB, 24576 MiB,15.71 W,19.8,268.16,
0 %, 3 MiB, 24576 MiB,15.22 W,19.4,269.18,
0 %, 3 MiB, 24576 MiB,15.62 W,29.2,270.22,
0 %, 3 MiB, 24576 MiB,15.62 W,35.7,271.25,
0 %, 3 MiB, 24576 MiB,15.61 W,35.1,272.29,
0 %, 3 MiB, 24576 MiB,15.58 W,26.2,273.32,
0 %, 3 MiB, 24576 MiB,15.56 W,33.6,274.36,
0 %, 3 MiB, 24576 MiB,15.80 W,32.9,275.39,
0 %, 3 MiB, 24576 MiB,15.59 W,33.1,276.43,
0 %, 3 MiB, 24576 MiB,14.54 W,32.8,277.46,
0 %, 3 MiB, 24576 MiB,15.81 W,11.6,278.49,
0 %, 3 MiB, 24576 MiB,15.43 W,13.9,279.53,
0 %, 3 MiB, 24576 MiB,15.67 W,17.5,280.57,
0 %, 3 MiB, 24576 MiB,15.98 W,35.5,281.6,
0 %, 3 MiB, 24576 MiB,16.16 W,39.1,282.64,
0 %, 3 MiB, 24576 MiB,16.19 W,20.7,283.68,
0 %, 3 MiB, 24576 MiB,15.69 W,34.4,284.72,
0 %, 3 MiB, 24576 MiB,15.80 W,34.0,285.75,
0 %, 3 MiB, 24576 MiB,15.58 W,29.8,286.79,
0 %, 3 MiB, 24576 MiB,15.65 W,24.1,287.82,
0 %, 3 MiB, 24576 MiB,14.46 W,27.6,288.86,
0 %, 3 MiB, 24576 MiB,15.55 W,37.4,289.89,
0 %, 3 MiB, 24576 MiB,15.64 W,32.6,290.93,
0 %, 3 MiB, 24576 MiB,15.50 W,28.0,291.96,
0 %, 3 MiB, 24576 MiB,15.52 W,24.0,292.99,
0 %, 3 MiB, 24576 MiB,15.76 W,33.7,294.03,
0 %, 3 MiB, 24576 MiB,15.66 W,27.8,295.06,
0 %, 3 MiB, 24576 MiB,15.40 W,33.4,296.1,
0 %, 3 MiB, 24576 MiB,15.41 W,28.5,297.14,
0 %, 3 MiB, 24576 MiB,15.86 W,18.5,298.18,
0 %, 3 MiB, 24576 MiB,15.81 W,20.1,299.22,
0 %, 3 MiB, 24576 MiB,15.62 W,31.5,300.25,
0 %, 3 MiB, 24576 MiB,14.01 W,35.6,301.29,
0 %, 3 MiB, 24576 MiB,15.56 W,31.0,302.33,
0 %, 3 MiB, 24576 MiB,15.37 W,36.5,303.37,
0 %, 3 MiB, 24576 MiB,14.54 W,36.0,304.41,
0 %, 3 MiB, 24576 MiB,15.22 W,28.7,305.45,
0 %, 3 MiB, 24576 MiB,15.31 W,28.6,306.49,
0 %, 3 MiB, 24576 MiB,15.00 W,26.4,307.53,
0 %, 3 MiB, 24576 MiB,14.23 W,23.8,308.56,
0 %, 3 MiB, 24576 MiB,15.80 W,35.1,309.6,
0 %, 3 MiB, 24576 MiB,15.82 W,35.0,310.64,
0 %, 3 MiB, 24576 MiB,16.11 W,31.7,311.68,
0 %, 3 MiB, 24576 MiB,14.91 W,38.0,312.71,
0 %, 3 MiB, 24576 MiB,16.07 W,24.5,313.75,
0 %, 3 MiB, 24576 MiB,15.73 W,27.7,314.79,
0 %, 3 MiB, 24576 MiB,14.67 W,32.3,315.82,
0 %, 3 MiB, 24576 MiB,15.56 W,20.2,316.86,
0 %, 3 MiB, 24576 MiB,15.49 W,24.0,317.9,
0 %, 3 MiB, 24576 MiB,15.68 W,29.9,318.94,
0 %, 3 MiB, 24576 MiB,15.77 W,40.6,319.98,
0 %, 3 MiB, 24576 MiB,15.22 W,33.7,321.01,
0 %, 3 MiB, 24576 MiB,15.55 W,27.0,322.05,
0 %, 3 MiB, 24576 MiB,14.69 W,35.5,323.09,
0 %, 3 MiB, 24576 MiB,15.64 W,32.3,324.13,
0 %, 3 MiB, 24576 MiB,15.62 W,28.2,325.16,
0 %, 3 MiB, 24576 MiB,15.73 W,22.3,326.2,
0 %, 3 MiB, 24576 MiB,15.84 W,31.8,327.24,
0 %, 3 MiB, 24576 MiB,15.70 W,37.8,328.28,
0 %, 3 MiB, 24576 MiB,15.60 W,30.2,329.32,
0 %, 3 MiB, 24576 MiB,15.60 W,15.3,330.35,
0 %, 3 MiB, 24576 MiB,15.72 W,16.6,331.39,
0 %, 3 MiB, 24576 MiB,15.56 W,25.1,332.42,
0 %, 3 MiB, 24576 MiB,15.73 W,32.5,333.45,
0 %, 3 MiB, 24576 MiB,13.24 W,29.0,334.49,
0 %, 3 MiB, 24576 MiB,15.17 W,17.9,335.52,
0 %, 3 MiB, 24576 MiB,15.29 W,34.8,336.56,
0 %, 3 MiB, 24576 MiB,15.48 W,40.6,337.59,
0 %, 3 MiB, 24576 MiB,13.69 W,32.1,338.63,
0 %, 3 MiB, 24576 MiB,14.66 W,27.2,339.66,
0 %, 3 MiB, 24576 MiB,15.65 W,29.0,340.69,
0 %, 3 MiB, 24576 MiB,14.87 W,34.0,341.73,
0 %, 3 MiB, 24576 MiB,14.31 W,34.6,342.76,
0 %, 3 MiB, 24576 MiB,16.11 W,19.2,343.8,
0 %, 3 MiB, 24576 MiB,15.98 W,21.0,344.83,
