utilization_gpu,memory_used,memory_total,power_draw,cpu_usage,time,acc,flops,
0 %, 3 MiB, 24576 MiB,11.24 W,10.7,1.06,0.3228,393592883,
0 %, 3 MiB, 24576 MiB,10.33 W,10.9,2.1,
0 %, 3 MiB, 24576 MiB,10.08 W,10.8,3.13,
0 %, 3 MiB, 24576 MiB,10.49 W,11.2,4.16,
0 %, 3 MiB, 24576 MiB,10.99 W,11.2,5.19,
0 %, 3 MiB, 24576 MiB,10.75 W,11.4,6.22,
0 %, 3 MiB, 24576 MiB,10.86 W,10.8,7.26,
0 %, 3 MiB, 24576 MiB,11.00 W,11.0,8.29,
0 %, 3 MiB, 24576 MiB,10.82 W,10.7,9.32,
0 %, 3 MiB, 24576 MiB,11.60 W,10.7,10.35,
0 %, 3 MiB, 24576 MiB,11.89 W,10.8,11.39,
0 %, 3 MiB, 24576 MiB,11.60 W,10.9,12.42,
0 %, 3 MiB, 24576 MiB,11.28 W,10.7,13.45,
0 %, 3 MiB, 24576 MiB,10.83 W,10.7,14.49,
0 %, 3 MiB, 24576 MiB,10.57 W,10.7,15.52,
0 %, 3 MiB, 24576 MiB,10.70 W,10.7,16.55,
0 %, 3 MiB, 24576 MiB,11.29 W,10.8,17.58,
0 %, 3 MiB, 24576 MiB,11.26 W,11.1,18.62,
0 %, 3 MiB, 24576 MiB,10.74 W,11.1,19.65,
0 %, 3 MiB, 24576 MiB,10.64 W,11.4,20.68,
0 %, 3 MiB, 24576 MiB,11.06 W,10.7,21.72,
0 %, 3 MiB, 24576 MiB,10.70 W,10.7,22.75,
0 %, 3 MiB, 24576 MiB,11.25 W,10.9,23.78,
0 %, 3 MiB, 24576 MiB,10.46 W,11.0,24.81,
0 %, 3 MiB, 24576 MiB,10.90 W,10.8,25.85,
0 %, 3 MiB, 24576 MiB,11.14 W,10.8,26.88,
0 %, 3 MiB, 24576 MiB,10.93 W,10.7,27.91,
0 %, 3 MiB, 24576 MiB,10.95 W,10.7,28.95,
0 %, 3 MiB, 24576 MiB,10.58 W,10.7,29.98,
0 %, 3 MiB, 24576 MiB,11.98 W,10.9,31.01,
0 %, 3 MiB, 24576 MiB,11.85 W,10.7,32.04,
0 %, 3 MiB, 24576 MiB,12.01 W,10.7,33.08,
0 %, 3 MiB, 24576 MiB,10.90 W,11.7,34.11,
0 %, 3 MiB, 24576 MiB,10.88 W,11.3,35.14,
0 %, 3 MiB, 24576 MiB,10.68 W,11.4,36.17,
0 %, 3 MiB, 24576 MiB,10.56 W,10.7,37.21,
0 %, 3 MiB, 24576 MiB,10.69 W,10.6,38.24,
0 %, 3 MiB, 24576 MiB,11.39 W,10.7,39.27,
0 %, 3 MiB, 24576 MiB,11.20 W,10.6,40.3,
0 %, 3 MiB, 24576 MiB,10.87 W,10.9,41.34,
