utilization_gpu,memory_used,memory_total,power_draw,cpu_usage,time,acc,flops,
0 %, 3 MiB, 24576 MiB,13.56 W,12.3,1.07,0.36,393592883,
0 %, 3 MiB, 24576 MiB,13.98 W,11.7,2.1,
0 %, 3 MiB, 24576 MiB,13.91 W,11.9,3.14,
0 %, 3 MiB, 24576 MiB,13.93 W,11.6,4.17,
0 %, 3 MiB, 24576 MiB,13.78 W,12.0,5.21,
0 %, 3 MiB, 24576 MiB,13.69 W,12.0,6.24,
0 %, 3 MiB, 24576 MiB,13.80 W,11.9,7.27,
0 %, 3 MiB, 24576 MiB,13.57 W,11.9,8.3,
0 %, 3 MiB, 24576 MiB,13.62 W,12.0,9.34,
0 %, 3 MiB, 24576 MiB,14.15 W,12.0,10.38,
0 %, 3 MiB, 24576 MiB,13.77 W,12.6,11.42,
0 %, 3 MiB, 24576 MiB,14.06 W,12.0,12.45,
0 %, 3 MiB, 24576 MiB,13.74 W,12.2,13.49,
0 %, 3 MiB, 24576 MiB,13.65 W,11.8,14.52,
0 %, 3 MiB, 24576 MiB,13.84 W,12.1,15.56,
0 %, 3 MiB, 24576 MiB,13.98 W,12.2,16.6,
0 %, 3 MiB, 24576 MiB,13.66 W,11.9,17.63,
0 %, 3 MiB, 24576 MiB,13.82 W,11.8,18.66,
0 %, 3 MiB, 24576 MiB,13.70 W,11.8,19.7,
0 %, 3 MiB, 24576 MiB,13.43 W,12.0,20.73,
0 %, 3 MiB, 24576 MiB,13.90 W,11.8,21.77,
0 %, 3 MiB, 24576 MiB,14.23 W,11.8,22.8,
0 %, 3 MiB, 24576 MiB,14.46 W,11.8,23.83,
0 %, 3 MiB, 24576 MiB,13.24 W,11.8,24.87,
0 %, 3 MiB, 24576 MiB,13.48 W,12.4,25.91,
0 %, 3 MiB, 24576 MiB,12.48 W,12.2,26.94,
0 %, 3 MiB, 24576 MiB,12.97 W,12.2,27.98,
0 %, 3 MiB, 24576 MiB,13.42 W,12.6,29.02,
0 %, 3 MiB, 24576 MiB,13.22 W,12.0,30.05,
0 %, 3 MiB, 24576 MiB,13.08 W,12.1,31.09,
0 %, 3 MiB, 24576 MiB,13.08 W,12.3,32.13,
0 %, 3 MiB, 24576 MiB,12.93 W,12.1,33.16,
0 %, 3 MiB, 24576 MiB,13.07 W,12.2,34.2,
0 %, 3 MiB, 24576 MiB,13.20 W,12.0,35.23,
0 %, 3 MiB, 24576 MiB,13.41 W,12.0,36.26,
0 %, 3 MiB, 24576 MiB,13.36 W,11.9,37.3,
0 %, 3 MiB, 24576 MiB,13.10 W,12.1,38.33,
0 %, 3 MiB, 24576 MiB,12.78 W,12.0,39.37,
0 %, 3 MiB, 24576 MiB,12.36 W,12.1,40.4,
0 %, 3 MiB, 24576 MiB,12.73 W,12.5,41.43,
0 %, 3 MiB, 24576 MiB,13.21 W,12.1,42.47,
0 %, 3 MiB, 24576 MiB,13.24 W,13.7,43.5,
0 %, 3 MiB, 24576 MiB,13.01 W,12.4,44.53,
0 %, 3 MiB, 24576 MiB,13.06 W,12.0,45.57,
0 %, 3 MiB, 24576 MiB,12.89 W,12.7,46.6,
0 %, 3 MiB, 24576 MiB,13.11 W,12.4,47.64,
0 %, 3 MiB, 24576 MiB,13.20 W,11.9,48.67,
0 %, 3 MiB, 24576 MiB,13.04 W,11.8,49.71,
0 %, 3 MiB, 24576 MiB,12.21 W,12.1,50.75,
0 %, 3 MiB, 24576 MiB,12.24 W,11.9,51.79,
0 %, 3 MiB, 24576 MiB,13.12 W,11.9,52.82,
0 %, 3 MiB, 24576 MiB,13.29 W,12.1,53.86,
0 %, 3 MiB, 24576 MiB,13.61 W,12.2,54.9,
0 %, 3 MiB, 24576 MiB,12.50 W,13.1,55.93,
0 %, 3 MiB, 24576 MiB,12.27 W,11.9,56.97,
0 %, 3 MiB, 24576 MiB,12.02 W,12.4,58.0,
0 %, 3 MiB, 24576 MiB,12.19 W,12.3,59.04,
0 %, 3 MiB, 24576 MiB,12.32 W,11.8,60.08,
0 %, 3 MiB, 24576 MiB,12.36 W,11.8,61.12,
0 %, 3 MiB, 24576 MiB,12.05 W,12.1,62.15,
0 %, 3 MiB, 24576 MiB,11.90 W,11.8,63.19,
0 %, 3 MiB, 24576 MiB,11.71 W,11.8,64.23,
0 %, 3 MiB, 24576 MiB,11.67 W,11.8,65.27,
0 %, 3 MiB, 24576 MiB,11.49 W,12.0,66.3,
0 %, 3 MiB, 24576 MiB,11.87 W,11.8,67.33,
0 %, 3 MiB, 24576 MiB,12.18 W,12.0,68.37,
0 %, 3 MiB, 24576 MiB,11.96 W,11.8,69.4,
0 %, 3 MiB, 24576 MiB,12.11 W,11.9,70.44,
0 %, 3 MiB, 24576 MiB,12.71 W,13.1,71.47,
0 %, 3 MiB, 24576 MiB,12.49 W,11.9,72.51,
0 %, 3 MiB, 24576 MiB,12.11 W,12.0,73.54,
0 %, 3 MiB, 24576 MiB,12.61 W,12.3,74.58,
0 %, 3 MiB, 24576 MiB,11.83 W,11.8,75.62,
0 %, 3 MiB, 24576 MiB,12.22 W,12.3,76.65,
0 %, 3 MiB, 24576 MiB,12.11 W,12.0,77.69,
0 %, 3 MiB, 24576 MiB,12.33 W,12.0,78.72,
0 %, 3 MiB, 24576 MiB,12.26 W,11.8,79.76,
0 %, 3 MiB, 24576 MiB,11.90 W,11.7,80.79,
0 %, 3 MiB, 24576 MiB,12.62 W,11.9,81.83,
0 %, 3 MiB, 24576 MiB,11.50 W,12.0,82.86,
0 %, 3 MiB, 24576 MiB,12.95 W,11.9,83.9,
0 %, 3 MiB, 24576 MiB,12.06 W,12.0,84.94,
0 %, 3 MiB, 24576 MiB,12.00 W,12.6,85.98,
0 %, 3 MiB, 24576 MiB,12.54 W,12.0,87.02,
0 %, 3 MiB, 24576 MiB,12.26 W,12.1,88.06,
0 %, 3 MiB, 24576 MiB,12.54 W,12.4,89.09,
0 %, 3 MiB, 24576 MiB,12.23 W,12.2,90.12,
0 %, 3 MiB, 24576 MiB,12.01 W,12.0,91.16,
0 %, 3 MiB, 24576 MiB,12.27 W,12.4,92.19,
0 %, 3 MiB, 24576 MiB,12.21 W,12.0,93.23,
0 %, 3 MiB, 24576 MiB,12.25 W,11.9,94.27,
0 %, 3 MiB, 24576 MiB,11.85 W,11.9,95.3,
0 %, 3 MiB, 24576 MiB,12.29 W,12.0,96.33,
0 %, 3 MiB, 24576 MiB,12.04 W,12.0,97.37,
0 %, 3 MiB, 24576 MiB,12.13 W,12.1,98.4,
0 %, 3 MiB, 24576 MiB,11.99 W,11.5,99.43,
0 %, 3 MiB, 24576 MiB,11.80 W,12.1,100.48,
0 %, 3 MiB, 24576 MiB,12.31 W,12.4,101.51,
0 %, 3 MiB, 24576 MiB,11.82 W,11.8,102.55,
0 %, 3 MiB, 24576 MiB,11.98 W,12.6,103.58,
0 %, 3 MiB, 24576 MiB,11.66 W,12.1,104.62,
0 %, 3 MiB, 24576 MiB,11.84 W,12.0,105.65,
0 %, 3 MiB, 24576 MiB,11.45 W,12.0,106.68,
0 %, 3 MiB, 24576 MiB,12.20 W,12.2,107.72,
