utilization_gpu,memory_used,memory_total,power_draw,cpu_usage,time,acc,flops,
0 %, 3 MiB, 24576 MiB,11.17 W,11.5,1.06,0.3552,393592883,
0 %, 3 MiB, 24576 MiB,11.07 W,10.8,2.09,
0 %, 3 MiB, 24576 MiB,11.29 W,11.2,3.12,
0 %, 3 MiB, 24576 MiB,11.87 W,11.2,4.16,
0 %, 3 MiB, 24576 MiB,11.39 W,10.7,5.19,
0 %, 3 MiB, 24576 MiB,11.52 W,11.0,6.22,
0 %, 3 MiB, 24576 MiB,11.16 W,10.7,7.26,
0 %, 3 MiB, 24576 MiB,11.34 W,10.9,8.29,
0 %, 3 MiB, 24576 MiB,11.42 W,10.7,9.32,
0 %, 3 MiB, 24576 MiB,11.90 W,10.9,10.35,
0 %, 3 MiB, 24576 MiB,11.91 W,10.8,11.39,
0 %, 3 MiB, 24576 MiB,12.24 W,11.2,12.42,
0 %, 3 MiB, 24576 MiB,12.39 W,11.9,13.45,
0 %, 3 MiB, 24576 MiB,11.39 W,10.7,14.49,
0 %, 3 MiB, 24576 MiB,11.54 W,10.9,15.52,
0 %, 3 MiB, 24576 MiB,11.27 W,10.8,16.56,
0 %, 3 MiB, 24576 MiB,10.92 W,10.6,17.59,
0 %, 3 MiB, 24576 MiB,11.27 W,10.8,18.63,
0 %, 3 MiB, 24576 MiB,11.52 W,11.1,19.66,
0 %, 3 MiB, 24576 MiB,12.20 W,10.7,20.7,
0 %, 3 MiB, 24576 MiB,11.88 W,10.9,21.73,
0 %, 3 MiB, 24576 MiB,11.33 W,10.9,22.77,
0 %, 3 MiB, 24576 MiB,11.25 W,10.7,23.8,
0 %, 3 MiB, 24576 MiB,11.91 W,10.8,24.84,
0 %, 3 MiB, 24576 MiB,11.72 W,11.0,25.87,
0 %, 3 MiB, 24576 MiB,11.80 W,11.0,26.91,
0 %, 3 MiB, 24576 MiB,11.59 W,10.8,27.94,
0 %, 3 MiB, 24576 MiB,11.11 W,11.5,28.98,
0 %, 3 MiB, 24576 MiB,12.04 W,10.7,30.01,
0 %, 3 MiB, 24576 MiB,11.75 W,10.8,31.05,
0 %, 3 MiB, 24576 MiB,11.64 W,10.9,32.08,
0 %, 3 MiB, 24576 MiB,11.16 W,10.7,33.12,
0 %, 3 MiB, 24576 MiB,11.08 W,12.7,34.15,
0 %, 3 MiB, 24576 MiB,10.96 W,11.7,35.18,
0 %, 3 MiB, 24576 MiB,12.08 W,10.9,36.21,
0 %, 3 MiB, 24576 MiB,11.55 W,10.9,37.25,
