utilization_gpu,memory_used,memory_total,power_draw,cpu_usage,time,acc,
0 , 3 MiB, 24576 MiB,13.42 W,21.2,99.41,
0 , 3 MiB, 24576 MiB,13.02 W,19.9,100.45,
0 , 3 MiB, 24576 MiB,12.60 W,22.7,101.48,
0 , 3 MiB, 24576 MiB,12.94 W,19.6,102.52,
0 , 3 MiB, 24576 MiB,13.20 W,19.4,103.55,
0 , 3 MiB, 24576 MiB,13.47 W,22.9,104.59,
0 , 3 MiB, 24576 MiB,12.79 W,20.4,105.62,
0 , 3 MiB, 24576 MiB,13.01 W,22.6,106.66,
0 , 3 MiB, 24576 MiB,12.81 W,19.7,107.69,
0 , 3 MiB, 24576 MiB,12.92 W,21.9,108.73,
0 , 3 MiB, 24576 MiB,13.20 W,20.9,109.76,
0 , 3 MiB, 24576 MiB,12.96 W,20.4,110.8,
0 , 3 MiB, 24576 MiB,13.51 W,22.7,111.83,
0 , 3 MiB, 24576 MiB,12.88 W,21.8,112.87,
0 , 3 MiB, 24576 MiB,12.82 W,21.3,113.9,
0 , 3 MiB, 24576 MiB,12.97 W,22.7,114.93,
0 , 3 MiB, 24576 MiB,12.55 W,20.1,115.97,
0 , 3 MiB, 24576 MiB,12.95 W,22.8,117.01,
0 , 3 MiB, 24576 MiB,12.75 W,20.8,118.04,
0 , 3 MiB, 24576 MiB,12.93 W,22.1,119.08,
0 , 3 MiB, 24576 MiB,12.74 W,20.3,120.11,
0 , 3 MiB, 24576 MiB,12.73 W,22.7,121.15,
0 , 3 MiB, 24576 MiB,13.12 W,19.9,122.18,
0 , 3 MiB, 24576 MiB,13.13 W,23.4,123.22,
0 , 3 MiB, 24576 MiB,13.11 W,22.9,124.25,
0 , 3 MiB, 24576 MiB,12.94 W,20.8,125.28,
0 , 3 MiB, 24576 MiB,13.13 W,22.7,126.32,
0 , 3 MiB, 24576 MiB,13.09 W,19.4,127.35,
0 , 3 MiB, 24576 MiB,13.43 W,22.9,128.39,
0 , 3 MiB, 24576 MiB,13.69 W,19.8,129.42,
0 , 3 MiB, 24576 MiB,13.71 W,23.1,130.46,
