utilization_gpu,memory_used,memory_total,power_draw,cpu_usage,time,acc,
0 , 3 MiB, 24576 MiB,12.96 W,7.0,1.07,0.2936,
0 , 3 MiB, 24576 MiB,13.04 W,7.4,2.1,
0 , 3 MiB, 24576 MiB,12.86 W,7.3,3.15,
0 , 3 MiB, 24576 MiB,12.99 W,7.7,4.19,
0 , 3 MiB, 24576 MiB,13.70 W,7.2,5.23,
0 , 3 MiB, 24576 MiB,13.80 W,7.2,6.27,
0 , 3 MiB, 24576 MiB,13.80 W,7.1,7.31,
0 , 3 MiB, 24576 MiB,12.88 W,7.4,8.34,
0 , 3 MiB, 24576 MiB,13.08 W,7.3,9.38,
0 , 3 MiB, 24576 MiB,13.18 W,7.8,10.42,
0 , 3 MiB, 24576 MiB,13.27 W,7.4,11.45,
0 , 3 MiB, 24576 MiB,13.47 W,12.1,12.49,
0 , 3 MiB, 24576 MiB,13.50 W,20.4,13.53,
0 , 3 MiB, 24576 MiB,13.57 W,19.6,14.56,
0 , 3 MiB, 24576 MiB,13.16 W,21.4,15.6,
0 , 3 MiB, 24576 MiB,13.52 W,21.0,16.64,
0 , 3 MiB, 24576 MiB,13.21 W,21.8,17.68,
0 , 3 MiB, 24576 MiB,13.19 W,20.9,18.72,
0 , 3 MiB, 24576 MiB,12.85 W,20.2,19.75,
0 , 3 MiB, 24576 MiB,13.05 W,21.9,20.79,
0 , 3 MiB, 24576 MiB,12.85 W,19.5,21.83,
0 , 3 MiB, 24576 MiB,13.27 W,22.3,22.87,
0 , 3 MiB, 24576 MiB,13.53 W,20.0,23.9,
0 , 3 MiB, 24576 MiB,13.18 W,22.4,24.94,
0 , 3 MiB, 24576 MiB,13.21 W,20.4,25.97,
0 , 3 MiB, 24576 MiB,13.20 W,22.7,27.01,
0 , 3 MiB, 24576 MiB,13.14 W,19.7,28.05,
0 , 3 MiB, 24576 MiB,12.88 W,19.4,29.09,
0 , 3 MiB, 24576 MiB,13.12 W,22.8,30.12,
0 , 3 MiB, 24576 MiB,13.18 W,20.9,31.16,
0 , 3 MiB, 24576 MiB,13.15 W,21.9,32.19,
0 , 3 MiB, 24576 MiB,13.01 W,21.7,33.23,
0 , 3 MiB, 24576 MiB,13.29 W,20.4,34.27,
0 , 3 MiB, 24576 MiB,13.60 W,21.3,35.31,
0 , 3 MiB, 24576 MiB,13.60 W,21.3,36.34,
0 , 3 MiB, 24576 MiB,13.71 W,23.2,37.38,
0 , 3 MiB, 24576 MiB,13.22 W,20.6,38.42,
0 , 3 MiB, 24576 MiB,13.27 W,19.4,39.45,
0 , 3 MiB, 24576 MiB,13.01 W,23.5,40.49,
