utilization_gpu,memory_used,memory_total,power_draw,cpu_usage,time,acc,flops,
0 , 3 MiB, 24576 MiB,13.18 W,13.3,1.07,0.5506,1192670936.0,
0 , 3 MiB, 24576 MiB,12.38 W,12.8,2.1,
0 , 3 MiB, 24576 MiB,13.12 W,11.7,3.13,
0 , 3 MiB, 24576 MiB,12.85 W,9.2,4.16,
0 , 3 MiB, 24576 MiB,13.05 W,8.5,5.2,
0 , 3 MiB, 24576 MiB,13.01 W,10.0,6.24,
0 , 3 MiB, 24576 MiB,12.39 W,10.5,7.27,
0 , 3 MiB, 24576 MiB,12.49 W,12.6,8.31,
0 , 3 MiB, 24576 MiB,12.62 W,12.0,9.34,
0 , 3 MiB, 24576 MiB,12.15 W,12.1,10.38,
0 , 3 MiB, 24576 MiB,11.31 W,11.6,11.41,
0 , 3 MiB, 24576 MiB,11.90 W,9.1,12.45,
0 , 3 MiB, 24576 MiB,12.01 W,10.7,13.48,
0 , 3 MiB, 24576 MiB,11.79 W,12.5,14.52,
0 , 3 MiB, 24576 MiB,11.71 W,12.8,15.56,
0 , 3 MiB, 24576 MiB,12.23 W,13.0,16.6,
0 , 3 MiB, 24576 MiB,11.72 W,13.3,17.63,
0 , 3 MiB, 24576 MiB,11.43 W,10.4,18.67,
0 , 3 MiB, 24576 MiB,11.56 W,9.1,19.71,
0 , 3 MiB, 24576 MiB,11.34 W,11.5,20.74,
0 , 3 MiB, 24576 MiB,11.13 W,12.5,21.77,
0 , 3 MiB, 24576 MiB,11.14 W,11.9,22.81,
0 , 3 MiB, 24576 MiB,11.88 W,12.1,23.84,
0 , 3 MiB, 24576 MiB,11.71 W,13.0,24.88,
0 , 3 MiB, 24576 MiB,11.25 W,10.9,25.92,
0 , 3 MiB, 24576 MiB,11.29 W,8.9,26.95,
0 , 3 MiB, 24576 MiB,11.66 W,10.9,27.99,
0 , 3 MiB, 24576 MiB,11.19 W,12.0,29.03,
0 , 3 MiB, 24576 MiB,11.52 W,12.1,30.06,
0 , 3 MiB, 24576 MiB,11.65 W,12.8,31.1,
0 , 3 MiB, 24576 MiB,11.55 W,12.4,32.13,
0 , 3 MiB, 24576 MiB,11.25 W,11.7,33.17,
0 , 3 MiB, 24576 MiB,10.95 W,9.4,34.2,
0 , 3 MiB, 24576 MiB,11.41 W,10.5,35.24,
