utilization_gpu,memory_used,memory_total,power_draw,cpu_usage,time,acc,flops,
0 , 3 MiB, 24576 MiB,12.42 W,13.0,1.07,0.081,567946840.0,
0 , 3 MiB, 24576 MiB,12.79 W,13.9,2.1,
0 , 3 MiB, 24576 MiB,12.75 W,14.0,3.13,
0 , 3 MiB, 24576 MiB,12.61 W,13.1,4.17,
0 , 3 MiB, 24576 MiB,12.46 W,11.7,5.2,
0 , 3 MiB, 24576 MiB,13.16 W,10.3,6.23,
0 , 3 MiB, 24576 MiB,12.78 W,13.5,7.27,
0 , 3 MiB, 24576 MiB,13.06 W,14.8,8.3,
0 , 3 MiB, 24576 MiB,12.84 W,13.8,9.34,
0 , 3 MiB, 24576 MiB,12.53 W,14.9,10.38,
0 , 3 MiB, 24576 MiB,12.58 W,14.2,11.41,
0 , 3 MiB, 24576 MiB,12.96 W,14.7,12.44,
0 , 3 MiB, 24576 MiB,13.15 W,10.7,13.48,
0 , 3 MiB, 24576 MiB,12.54 W,13.6,14.52,
0 , 3 MiB, 24576 MiB,12.83 W,14.3,15.55,
0 , 3 MiB, 24576 MiB,12.78 W,14.4,16.58,
0 , 3 MiB, 24576 MiB,12.80 W,14.4,17.62,
0 , 3 MiB, 24576 MiB,12.50 W,14.9,18.65,
0 , 3 MiB, 24576 MiB,12.21 W,13.2,19.69,
0 , 3 MiB, 24576 MiB,11.93 W,10.7,20.72,
0 , 3 MiB, 24576 MiB,12.62 W,12.6,21.76,
0 , 3 MiB, 24576 MiB,12.49 W,14.8,22.79,
0 , 3 MiB, 24576 MiB,11.72 W,13.1,23.83,
0 , 3 MiB, 24576 MiB,11.74 W,14.4,24.87,
0 , 3 MiB, 24576 MiB,12.31 W,14.3,25.9,
0 , 3 MiB, 24576 MiB,11.93 W,13.0,26.94,
0 , 3 MiB, 24576 MiB,12.52 W,14.7,27.98,
0 , 3 MiB, 24576 MiB,12.53 W,10.9,29.01,
0 , 3 MiB, 24576 MiB,12.35 W,13.5,30.04,
0 , 3 MiB, 24576 MiB,11.63 W,13.3,31.07,
0 , 3 MiB, 24576 MiB,12.11 W,14.1,32.11,
0 , 3 MiB, 24576 MiB,12.32 W,13.3,33.15,
0 , 3 MiB, 24576 MiB,12.36 W,13.9,34.18,
0 , 3 MiB, 24576 MiB,12.10 W,14.4,35.22,
0 , 3 MiB, 24576 MiB,12.20 W,13.2,36.26,
0 , 3 MiB, 24576 MiB,12.13 W,11.7,37.29,
0 , 3 MiB, 24576 MiB,12.05 W,15.2,38.33,
0 , 3 MiB, 24576 MiB,11.37 W,13.7,39.37,
0 , 3 MiB, 24576 MiB,11.75 W,14.4,40.4,
0 , 3 MiB, 24576 MiB,11.62 W,14.2,41.44,
0 , 3 MiB, 24576 MiB,11.81 W,13.9,42.48,
0 , 3 MiB, 24576 MiB,11.86 W,13.4,43.52,
0 , 3 MiB, 24576 MiB,11.87 W,11.1,44.55,
0 , 3 MiB, 24576 MiB,11.16 W,11.9,45.59,
0 , 3 MiB, 24576 MiB,11.71 W,14.1,46.62,
0 , 3 MiB, 24576 MiB,11.78 W,14.5,47.66,
0 , 3 MiB, 24576 MiB,11.53 W,14.5,48.69,
0 , 3 MiB, 24576 MiB,10.89 W,14.3,49.73,
0 , 3 MiB, 24576 MiB,11.88 W,13.6,50.77,
0 , 3 MiB, 24576 MiB,17.16 W,12.7,51.81,
0 , 3 MiB, 24576 MiB,12.30 W,12.5,52.84,
0 , 3 MiB, 24576 MiB,10.68 W,15.2,53.88,
0 , 3 MiB, 24576 MiB,11.38 W,12.5,54.92,
0 , 3 MiB, 24576 MiB,11.09 W,14.2,55.96,
0 , 3 MiB, 24576 MiB,11.45 W,13.8,56.99,
0 , 3 MiB, 24576 MiB,11.37 W,15.6,58.03,
0 , 3 MiB, 24576 MiB,11.09 W,13.6,59.07,
0 , 3 MiB, 24576 MiB,11.01 W,11.1,60.11,
0 , 3 MiB, 24576 MiB,11.37 W,11.2,61.14,
0 , 3 MiB, 24576 MiB,10.80 W,14.4,62.18,
0 , 3 MiB, 24576 MiB,11.51 W,11.8,63.22,
0 , 3 MiB, 24576 MiB,11.82 W,13.8,64.25,
0 , 3 MiB, 24576 MiB,11.15 W,13.4,65.29,
0 , 3 MiB, 24576 MiB,10.63 W,14.6,66.33,
0 , 3 MiB, 24576 MiB,11.40 W,15.2,67.36,
0 , 3 MiB, 24576 MiB,11.45 W,12.1,68.4,
0 , 3 MiB, 24576 MiB,11.34 W,13.5,69.44,
0 , 3 MiB, 24576 MiB,10.95 W,13.9,70.47,
0 , 3 MiB, 24576 MiB,11.40 W,14.7,71.51,
0 , 3 MiB, 24576 MiB,11.00 W,14.4,72.55,
0 , 3 MiB, 24576 MiB,11.46 W,14.6,73.59,
0 , 3 MiB, 24576 MiB,11.64 W,13.4,74.62,
0 , 3 MiB, 24576 MiB,11.25 W,13.5,75.66,
0 , 3 MiB, 24576 MiB,10.86 W,14.0,76.7,
0 , 3 MiB, 24576 MiB,11.32 W,14.7,77.74,
0 , 3 MiB, 24576 MiB,11.13 W,14.8,78.77,
0 , 3 MiB, 24576 MiB,11.06 W,13.8,79.81,
