utilization_gpu,memory_used,memory_total,power_draw,cpu_usage,time,acc,flops,
0 , 3 MiB, 24576 MiB,10.29 W,13.5,1.07,0.5194,567946840.0,
0 , 3 MiB, 24576 MiB,10.19 W,13.4,2.09,
0 , 3 MiB, 24576 MiB,10.05 W,14.4,3.13,
0 , 3 MiB, 24576 MiB,10.06 W,14.6,4.17,
0 , 3 MiB, 24576 MiB,9.83 W,14.4,5.2,
0 , 3 MiB, 24576 MiB,10.83 W,12.0,6.23,
0 , 3 MiB, 24576 MiB,10.02 W,10.9,7.27,
0 , 3 MiB, 24576 MiB,10.17 W,12.0,8.3,
0 , 3 MiB, 24576 MiB,9.78 W,13.9,9.34,
0 , 3 MiB, 24576 MiB,10.18 W,14.6,10.37,
0 , 3 MiB, 24576 MiB,10.83 W,14.7,11.4,
0 , 3 MiB, 24576 MiB,10.11 W,15.3,12.44,
0 , 3 MiB, 24576 MiB,10.12 W,15.2,13.48,
0 , 3 MiB, 24576 MiB,9.81 W,11.9,14.52,
0 , 3 MiB, 24576 MiB,10.43 W,11.7,15.56,
0 , 3 MiB, 24576 MiB,10.12 W,14.7,16.59,
0 , 3 MiB, 24576 MiB,10.05 W,15.1,17.63,
0 , 3 MiB, 24576 MiB,10.59 W,14.5,18.67,
0 , 3 MiB, 24576 MiB,10.11 W,14.2,19.71,
0 , 3 MiB, 24576 MiB,10.24 W,14.7,20.74,
0 , 3 MiB, 24576 MiB,10.48 W,11.4,21.78,
0 , 3 MiB, 24576 MiB,10.33 W,13.5,22.82,
0 , 3 MiB, 24576 MiB,9.60 W,13.9,23.86,
0 , 3 MiB, 24576 MiB,9.98 W,15.0,24.89,
0 , 3 MiB, 24576 MiB,10.82 W,14.9,25.93,
0 , 3 MiB, 24576 MiB,10.16 W,14.7,26.97,
0 , 3 MiB, 24576 MiB,10.52 W,14.6,28.01,
0 , 3 MiB, 24576 MiB,10.48 W,13.0,29.05,
0 , 3 MiB, 24576 MiB,9.68 W,14.2,30.09,
0 , 3 MiB, 24576 MiB,9.50 W,14.4,31.13,
0 , 3 MiB, 24576 MiB,9.99 W,15.2,32.17,
0 , 3 MiB, 24576 MiB,10.53 W,15.7,33.22,
0 , 3 MiB, 24576 MiB,9.94 W,14.6,34.26,
0 , 3 MiB, 24576 MiB,10.08 W,14.7,35.3,
0 , 3 MiB, 24576 MiB,10.05 W,11.9,36.34,
0 , 3 MiB, 24576 MiB,9.81 W,13.4,37.38,
0 , 3 MiB, 24576 MiB,10.57 W,14.5,38.42,
0 , 3 MiB, 24576 MiB,10.27 W,13.8,39.46,
0 , 3 MiB, 24576 MiB,10.69 W,13.6,40.5,
0 , 3 MiB, 24576 MiB,9.75 W,13.5,41.54,
0 , 3 MiB, 24576 MiB,10.63 W,12.3,42.58,
0 , 3 MiB, 24576 MiB,10.47 W,11.5,43.62,
0 , 3 MiB, 24576 MiB,10.12 W,12.1,44.66,
0 , 3 MiB, 24576 MiB,10.26 W,14.1,45.7,
0 , 3 MiB, 24576 MiB,9.73 W,13.1,46.74,
0 , 3 MiB, 24576 MiB,10.08 W,13.2,47.78,
0 , 3 MiB, 24576 MiB,10.16 W,13.8,48.82,
0 , 3 MiB, 24576 MiB,10.38 W,13.5,49.86,
0 , 3 MiB, 24576 MiB,10.49 W,16.3,50.89,
0 , 3 MiB, 24576 MiB,10.76 W,17.4,51.93,
