utilization_gpu,memory_used,memory_total,power_draw,cpu_usage,time,acc,flops,
2 , 23357 MiB, 24576 MiB,57.57 W,8.6,1.24,0.5422,567946840.0,
4 , 23627 MiB, 24576 MiB,58.67 W,8.1,2.34,
4 , 23805 MiB, 24576 MiB,58.31 W,8.3,3.46,
4 , 23805 MiB, 24576 MiB,58.24 W,9.0,4.58,
3 , 23805 MiB, 24576 MiB,58.22 W,8.2,5.7,
3 , 23805 MiB, 24576 MiB,58.51 W,8.2,6.82,
3 , 23805 MiB, 24576 MiB,58.54 W,8.5,7.93,
3 , 23805 MiB, 24576 MiB,58.74 W,8.5,9.04,
4 , 23805 MiB, 24576 MiB,58.70 W,8.5,10.16,
4 , 23805 MiB, 24576 MiB,58.21 W,8.4,11.28,
3 , 23805 MiB, 24576 MiB,58.12 W,8.4,12.41,
3 , 23805 MiB, 24576 MiB,58.15 W,8.1,13.54,
3 , 23805 MiB, 24576 MiB,58.46 W,9.0,14.66,
3 , 23805 MiB, 24576 MiB,58.61 W,8.0,15.79,
4 , 23805 MiB, 24576 MiB,58.49 W,8.3,16.91,
4 , 23805 MiB, 24576 MiB,58.47 W,8.1,18.02,
4 , 23805 MiB, 24576 MiB,58.59 W,8.2,19.13,
4 , 23805 MiB, 24576 MiB,58.37 W,8.3,20.25,
4 , 23805 MiB, 24576 MiB,58.71 W,8.3,21.36,
4 , 23805 MiB, 24576 MiB,58.77 W,7.9,22.47,
4 , 23805 MiB, 24576 MiB,59.09 W,8.3,23.6,
3 , 23805 MiB, 24576 MiB,58.35 W,8.2,24.72,
3 , 23805 MiB, 24576 MiB,58.68 W,8.0,25.84,
3 , 23805 MiB, 24576 MiB,58.66 W,8.0,26.95,
3 , 23805 MiB, 24576 MiB,58.94 W,8.4,28.09,
3 , 23805 MiB, 24576 MiB,59.06 W,9.1,29.22,
3 , 23805 MiB, 24576 MiB,59.03 W,8.1,30.33,
3 , 23805 MiB, 24576 MiB,58.99 W,8.0,31.44,
3 , 23805 MiB, 24576 MiB,58.54 W,8.2,32.56,
3 , 23805 MiB, 24576 MiB,58.86 W,8.0,33.68,
3 , 23805 MiB, 24576 MiB,58.61 W,8.9,34.81,
3 , 23805 MiB, 24576 MiB,58.53 W,7.8,35.92,
1 , 23805 MiB, 24576 MiB,58.35 W,5.0,37.17,
1 , 23805 MiB, 24576 MiB,58.32 W,5.0,38.42,
1 , 23805 MiB, 24576 MiB,59.18 W,5.7,39.66,
3 , 23805 MiB, 24576 MiB,59.63 W,8.2,40.77,
4 , 23805 MiB, 24576 MiB,59.19 W,8.0,41.89,
4 , 23805 MiB, 24576 MiB,59.22 W,8.2,43.0,
4 , 23805 MiB, 24576 MiB,59.35 W,8.8,44.12,
4 , 23805 MiB, 24576 MiB,59.51 W,7.8,45.23,
4 , 23805 MiB, 24576 MiB,59.42 W,8.2,46.34,
4 , 23805 MiB, 24576 MiB,59.45 W,8.1,47.46,
