utilization_gpu,memory_used,memory_total,power_draw,cpu_usage,time,acc,flops,
0 %, 3 MiB, 24576 MiB,10.94 W,30.9,1.08,0.9114,152832030,
0 %, 3 MiB, 24576 MiB,10.57 W,25.1,2.11,
0 %, 3 MiB, 24576 MiB,10.35 W,26.9,3.15,
0 %, 3 MiB, 24576 MiB,10.87 W,35.9,4.19,
0 %, 3 MiB, 24576 MiB,10.86 W,41.2,5.22,
0 %, 3 MiB, 24576 MiB,10.46 W,43.7,6.27,
0 %, 3 MiB, 24576 MiB,10.74 W,50.6,7.3,
0 %, 3 MiB, 24576 MiB,10.03 W,32.7,8.34,
0 %, 3 MiB, 24576 MiB,10.48 W,44.3,9.38,
0 %, 3 MiB, 24576 MiB,10.74 W,42.3,10.41,
0 %, 3 MiB, 24576 MiB,10.69 W,43.3,11.45,
0 %, 3 MiB, 24576 MiB,10.30 W,50.1,12.48,
0 %, 3 MiB, 24576 MiB,10.30 W,43.8,13.52,
0 %, 3 MiB, 24576 MiB,10.80 W,39.1,14.56,
0 %, 3 MiB, 24576 MiB,10.72 W,35.8,15.59,
0 %, 3 MiB, 24576 MiB,10.91 W,27.8,16.63,
0 %, 3 MiB, 24576 MiB,10.34 W,18.0,17.66,
0 %, 3 MiB, 24576 MiB,10.88 W,21.6,18.7,
0 %, 3 MiB, 24576 MiB,10.71 W,21.4,19.73,
0 %, 3 MiB, 24576 MiB,11.09 W,31.5,20.77,
0 %, 3 MiB, 24576 MiB,10.90 W,53.9,21.8,
0 %, 3 MiB, 24576 MiB,10.20 W,47.3,22.84,
0 %, 3 MiB, 24576 MiB,10.62 W,38.9,23.88,
0 %, 3 MiB, 24576 MiB,11.23 W,41.8,24.92,
0 %, 3 MiB, 24576 MiB,11.85 W,41.7,25.96,
0 %, 3 MiB, 24576 MiB,11.96 W,45.8,26.98,
0 %, 3 MiB, 24576 MiB,11.46 W,42.8,28.02,
0 %, 3 MiB, 24576 MiB,10.98 W,32.8,29.05,
0 %, 3 MiB, 24576 MiB,11.16 W,44.9,30.1,
0 %, 3 MiB, 24576 MiB,10.60 W,48.1,31.13,
0 %, 3 MiB, 24576 MiB,10.44 W,35.5,32.17,
0 %, 3 MiB, 24576 MiB,10.85 W,25.1,33.2,
0 %, 3 MiB, 24576 MiB,11.12 W,19.1,34.23,
0 %, 3 MiB, 24576 MiB,11.16 W,23.7,35.26,
0 %, 3 MiB, 24576 MiB,10.99 W,47.1,36.3,
0 %, 3 MiB, 24576 MiB,10.80 W,43.5,37.34,
