utilization_gpu,memory_used,memory_total,power_draw,cpu_usage,time,acc,flops,
0 , 3 MiB, 24576 MiB,10.23 W,12.2,99.38,
0 , 3 MiB, 24576 MiB,10.04 W,10.0,100.41,
0 , 3 MiB, 24576 MiB,9.91 W,11.1,101.44,
0 , 3 MiB, 24576 MiB,9.88 W,13.3,102.48,
0 , 3 MiB, 24576 MiB,10.13 W,12.5,103.52,
0 , 3 MiB, 24576 MiB,9.62 W,12.6,104.55,
0 , 3 MiB, 24576 MiB,10.38 W,12.3,105.59,
0 , 3 MiB, 24576 MiB,10.31 W,11.4,106.62,
0 , 3 MiB, 24576 MiB,10.18 W,11.1,107.65,
0 , 3 MiB, 24576 MiB,10.03 W,12.4,108.69,
0 , 3 MiB, 24576 MiB,9.90 W,12.5,109.72,
0 , 3 MiB, 24576 MiB,10.03 W,12.3,110.76,
0 , 3 MiB, 24576 MiB,10.23 W,12.3,111.79,
0 , 3 MiB, 24576 MiB,9.46 W,10.7,112.83,
0 , 3 MiB, 24576 MiB,10.01 W,11.9,113.86,
0 , 3 MiB, 24576 MiB,10.10 W,13.0,114.89,
0 , 3 MiB, 24576 MiB,10.39 W,12.4,115.93,
0 , 3 MiB, 24576 MiB,10.26 W,11.4,116.96,
0 , 3 MiB, 24576 MiB,9.84 W,12.1,118.0,
0 , 3 MiB, 24576 MiB,9.90 W,12.2,119.03,
0 , 3 MiB, 24576 MiB,9.89 W,9.3,120.07,
0 , 3 MiB, 24576 MiB,9.89 W,12.0,121.1,
0 , 3 MiB, 24576 MiB,10.19 W,13.2,122.13,
0 , 3 MiB, 24576 MiB,10.34 W,12.6,123.17,
0 , 3 MiB, 24576 MiB,10.38 W,10.8,124.2,
0 , 3 MiB, 24576 MiB,10.05 W,12.2,125.24,
0 , 3 MiB, 24576 MiB,9.53 W,10.7,126.27,
