utilization_gpu,memory_used,memory_total,power_draw,cpu_usage,time,acc,flops,
0 , 3 MiB, 24576 MiB,9.52 W,9.5,1.07,0.4681,144469464.0, 
0 , 3 MiB, 24576 MiB,9.87 W,9.7,2.1,
0 , 3 MiB, 24576 MiB,9.47 W,11.4,3.14,
0 , 3 MiB, 24576 MiB,9.90 W,9.7,4.17,
0 , 3 MiB, 24576 MiB,9.82 W,9.8,5.21,
0 , 3 MiB, 24576 MiB,9.76 W,12.0,6.24,
0 , 3 MiB, 24576 MiB,9.47 W,11.7,7.28,
0 , 3 MiB, 24576 MiB,9.43 W,11.4,8.31,
0 , 3 MiB, 24576 MiB,9.51 W,10.7,9.35,
0 , 3 MiB, 24576 MiB,10.13 W,12.8,10.38,
0 , 3 MiB, 24576 MiB,9.84 W,8.9,11.42,
0 , 3 MiB, 24576 MiB,9.96 W,11.5,12.46,
0 , 3 MiB, 24576 MiB,9.48 W,13.1,13.49,
0 , 3 MiB, 24576 MiB,10.01 W,11.7,14.53,
0 , 3 MiB, 24576 MiB,10.09 W,12.3,15.57,
0 , 3 MiB, 24576 MiB,11.07 W,10.5,16.6,
0 , 3 MiB, 24576 MiB,10.46 W,11.6,17.64,
0 , 3 MiB, 24576 MiB,10.58 W,10.7,18.68,
0 , 3 MiB, 24576 MiB,9.64 W,12.1,19.71,
0 , 3 MiB, 24576 MiB,9.78 W,12.6,20.75,
0 , 3 MiB, 24576 MiB,10.07 W,12.6,21.9,
0 , 3 MiB, 24576 MiB,9.55 W,11.8,22.94,
0 , 3 MiB, 24576 MiB,9.81 W,11.8,23.98,
0 , 3 MiB, 24576 MiB,9.55 W,10.8,25.01,
0 , 3 MiB, 24576 MiB,10.60 W,10.0,26.05,
0 , 3 MiB, 24576 MiB,10.29 W,11.9,27.09,
0 , 3 MiB, 24576 MiB,9.70 W,13.3,28.13,
0 , 3 MiB, 24576 MiB,9.80 W,12.5,29.17,
0 , 3 MiB, 24576 MiB,10.49 W,10.7,30.21,
0 , 3 MiB, 24576 MiB,10.12 W,11.8,31.25,
0 , 3 MiB, 24576 MiB,9.96 W,11.5,32.29,
0 , 3 MiB, 24576 MiB,9.94 W,12.3,33.33,
0 , 3 MiB, 24576 MiB,9.37 W,12.4,34.37,
0 , 3 MiB, 24576 MiB,9.33 W,11.8,35.41,
0 , 3 MiB, 24576 MiB,9.72 W,13.1,36.44,
0 , 3 MiB, 24576 MiB,9.96 W,11.9,37.48,
0 , 3 MiB, 24576 MiB,9.62 W,11.9,38.53,
0 , 3 MiB, 24576 MiB,9.63 W,10.7,39.56,
0 , 3 MiB, 24576 MiB,10.05 W,12.7,40.6,
0 , 3 MiB, 24576 MiB,10.16 W,13.1,41.64,
0 , 3 MiB, 24576 MiB,10.40 W,12.7,42.67,
0 , 3 MiB, 24576 MiB,10.52 W,11.5,43.71,
0 , 3 MiB, 24576 MiB,11.09 W,8.7,44.75,
0 , 3 MiB, 24576 MiB,10.08 W,10.3,45.78,
0 , 3 MiB, 24576 MiB,9.81 W,10.9,46.82,
0 , 3 MiB, 24576 MiB,9.59 W,9.4,47.86,
0 , 3 MiB, 24576 MiB,10.20 W,10.1,48.89,
0 , 3 MiB, 24576 MiB,9.94 W,12.5,49.93,
0 , 3 MiB, 24576 MiB,9.72 W,12.2,50.97,
0 , 3 MiB, 24576 MiB,9.55 W,12.2,52.0,
0 , 3 MiB, 24576 MiB,10.12 W,11.7,53.04,
0 , 3 MiB, 24576 MiB,10.85 W,11.8,54.07,
0 , 3 MiB, 24576 MiB,10.63 W,10.3,55.11,
0 , 3 MiB, 24576 MiB,10.59 W,12.0,56.14,
0 , 3 MiB, 24576 MiB,10.45 W,12.6,57.18,
0 , 3 MiB, 24576 MiB,10.18 W,12.8,58.22,
0 , 3 MiB, 24576 MiB,10.79 W,12.9,59.25,
0 , 3 MiB, 24576 MiB,10.65 W,12.6,60.29,
0 , 3 MiB, 24576 MiB,10.41 W,11.9,61.33,
0 , 3 MiB, 24576 MiB,10.53 W,11.4,62.36,
0 , 3 MiB, 24576 MiB,10.13 W,12.6,63.4,
0 , 3 MiB, 24576 MiB,9.81 W,11.4,64.44,
0 , 3 MiB, 24576 MiB,10.49 W,12.9,65.48,
0 , 3 MiB, 24576 MiB,10.44 W,10.9,66.51,
0 , 3 MiB, 24576 MiB,10.20 W,12.6,67.55,
0 , 3 MiB, 24576 MiB,9.68 W,10.8,68.59,
0 , 3 MiB, 24576 MiB,10.56 W,12.1,69.62,
0 , 3 MiB, 24576 MiB,9.91 W,13.6,70.66,
0 , 3 MiB, 24576 MiB,10.16 W,12.2,71.69,
0 , 3 MiB, 24576 MiB,9.96 W,11.0,72.83,
0 , 3 MiB, 24576 MiB,9.55 W,12.4,73.87,
0 , 3 MiB, 24576 MiB,9.73 W,9.2,74.9,
0 , 3 MiB, 24576 MiB,10.26 W,9.9,75.94,
