utilization_gpu,memory_used,memory_total,time,
2 , 23347 ,24576 , 1.09,
4 , 23569 ,24576 , 2.16,
58 , 23569 ,24576 , 3.24,
26 , 23569 ,24576 , 4.3,
25 , 23569 ,24576 , 5.37,
32 , 23569 ,24576 , 6.44,
32 , 23569 ,24576 , 7.5,
32 , 23569 ,24576 , 8.56,
32 , 23569 ,24576 , 9.63,
34 , 23569 ,24576 , 10.7,
32 , 23569 ,24576 , 11.77,
32 , 23569 ,24576 , 12.83,
