utilization_gpu,memory_used,memory_total,power_draw,cpu_usage,time,acc,flops,
0 %, 3 MiB, 24576 MiB,14.65 W,4.3,1.07,0.3351,20178289240.0,
0 %, 3 MiB, 24576 MiB,14.73 W,4.8,2.1,
0 %, 3 MiB, 24576 MiB,14.68 W,4.3,3.14,
0 %, 3 MiB, 24576 MiB,14.44 W,4.2,4.17,
0 %, 3 MiB, 24576 MiB,14.63 W,4.7,5.21,
0 %, 3 MiB, 24576 MiB,14.61 W,4.3,6.24,
0 %, 3 MiB, 24576 MiB,14.72 W,4.6,7.27,
0 %, 3 MiB, 24576 MiB,14.72 W,4.3,8.31,
0 %, 3 MiB, 24576 MiB,12.94 W,4.3,9.34,
0 %, 3 MiB, 24576 MiB,14.90 W,4.2,10.38,
0 %, 3 MiB, 24576 MiB,15.15 W,4.3,11.41,
0 %, 3 MiB, 24576 MiB,13.77 W,4.3,12.45,
0 %, 3 MiB, 24576 MiB,15.02 W,4.2,13.48,
0 %, 3 MiB, 24576 MiB,14.67 W,4.4,14.52,
0 %, 3 MiB, 24576 MiB,14.75 W,5.2,15.55,
0 %, 3 MiB, 24576 MiB,14.64 W,4.3,16.59,
0 %, 3 MiB, 24576 MiB,14.61 W,4.4,17.62,
0 %, 3 MiB, 24576 MiB,14.73 W,4.2,18.66,
0 %, 3 MiB, 24576 MiB,14.62 W,4.3,19.69,
0 %, 3 MiB, 24576 MiB,14.52 W,4.7,20.73,
0 %, 3 MiB, 24576 MiB,14.93 W,4.3,21.76,
0 %, 3 MiB, 24576 MiB,14.51 W,6.8,22.8,
0 %, 3 MiB, 24576 MiB,14.13 W,6.5,23.83,
0 %, 3 MiB, 24576 MiB,14.54 W,4.5,24.86,
0 %, 3 MiB, 24576 MiB,14.52 W,4.4,25.9,
0 %, 3 MiB, 24576 MiB,13.03 W,4.3,26.93,
0 %, 3 MiB, 24576 MiB,14.70 W,4.3,27.97,
0 %, 3 MiB, 24576 MiB,14.77 W,4.4,29.0,
0 %, 3 MiB, 24576 MiB,13.99 W,5.2,30.04,
0 %, 3 MiB, 24576 MiB,14.40 W,4.2,31.07,
0 %, 3 MiB, 24576 MiB,14.31 W,4.3,32.11,
0 %, 3 MiB, 24576 MiB,14.69 W,4.2,33.14,
0 %, 3 MiB, 24576 MiB,14.58 W,4.5,34.17,
0 %, 3 MiB, 24576 MiB,14.54 W,4.4,35.21,
0 %, 3 MiB, 24576 MiB,14.57 W,4.5,36.24,
0 %, 3 MiB, 24576 MiB,14.61 W,4.4,37.27,
0 %, 3 MiB, 24576 MiB,13.79 W,4.6,38.31,
0 %, 3 MiB, 24576 MiB,14.60 W,4.2,39.34,
0 %, 3 MiB, 24576 MiB,14.94 W,4.4,40.38,
0 %, 3 MiB, 24576 MiB,13.16 W,4.3,41.41,
0 %, 3 MiB, 24576 MiB,14.62 W,4.2,42.45,
0 %, 3 MiB, 24576 MiB,14.46 W,4.4,43.48,
0 %, 3 MiB, 24576 MiB,14.05 W,4.3,44.52,
0 %, 3 MiB, 24576 MiB,15.11 W,5.0,45.55,
0 %, 3 MiB, 24576 MiB,15.35 W,4.5,46.59,
0 %, 3 MiB, 24576 MiB,15.46 W,4.2,47.62,
0 %, 3 MiB, 24576 MiB,14.72 W,4.4,48.65,
0 %, 3 MiB, 24576 MiB,14.66 W,4.5,49.69,
0 %, 3 MiB, 24576 MiB,14.52 W,4.5,50.72,
0 %, 3 MiB, 24576 MiB,14.54 W,4.3,51.76,
0 %, 3 MiB, 24576 MiB,14.62 W,4.7,52.79,
0 %, 3 MiB, 24576 MiB,14.82 W,4.2,53.82,
0 %, 3 MiB, 24576 MiB,14.50 W,4.4,54.86,
0 %, 3 MiB, 24576 MiB,13.47 W,4.5,55.89,
0 %, 3 MiB, 24576 MiB,14.64 W,4.2,56.93,
0 %, 3 MiB, 24576 MiB,14.68 W,4.3,57.96,
0 %, 3 MiB, 24576 MiB,13.04 W,4.3,58.99,
0 %, 3 MiB, 24576 MiB,14.90 W,4.9,60.03,
0 %, 3 MiB, 24576 MiB,14.92 W,5.0,61.06,
0 %, 3 MiB, 24576 MiB,14.48 W,5.3,62.1,
0 %, 3 MiB, 24576 MiB,14.57 W,4.6,63.14,
0 %, 3 MiB, 24576 MiB,14.51 W,4.4,64.17,
0 %, 3 MiB, 24576 MiB,14.65 W,4.9,65.21,
0 %, 3 MiB, 24576 MiB,14.98 W,4.7,66.24,
0 %, 3 MiB, 24576 MiB,13.83 W,4.4,67.28,
0 %, 3 MiB, 24576 MiB,14.60 W,4.6,68.31,
0 %, 3 MiB, 24576 MiB,14.44 W,4.3,69.35,
0 %, 3 MiB, 24576 MiB,12.93 W,4.3,70.38,
0 %, 3 MiB, 24576 MiB,14.96 W,4.2,71.41,
0 %, 3 MiB, 24576 MiB,14.80 W,4.3,72.45,
0 %, 3 MiB, 24576 MiB,14.36 W,4.3,73.48,
0 %, 3 MiB, 24576 MiB,14.89 W,4.2,74.52,
0 %, 3 MiB, 24576 MiB,14.93 W,5.1,75.55,
0 %, 3 MiB, 24576 MiB,14.85 W,4.3,76.59,
0 %, 3 MiB, 24576 MiB,15.33 W,4.3,77.62,
0 %, 3 MiB, 24576 MiB,15.57 W,4.4,78.65,
0 %, 3 MiB, 24576 MiB,15.36 W,4.2,79.69,
0 %, 3 MiB, 24576 MiB,15.49 W,4.4,80.72,
0 %, 3 MiB, 24576 MiB,14.67 W,4.7,81.76,
0 %, 3 MiB, 24576 MiB,14.62 W,4.2,82.79,
0 %, 3 MiB, 24576 MiB,14.69 W,5.4,83.83,
0 %, 3 MiB, 24576 MiB,13.92 W,4.4,84.86,
0 %, 3 MiB, 24576 MiB,14.67 W,4.2,85.9,
0 %, 3 MiB, 24576 MiB,14.69 W,4.3,86.93,
0 %, 3 MiB, 24576 MiB,13.08 W,4.3,87.97,
0 %, 3 MiB, 24576 MiB,14.61 W,4.2,89.0,
0 %, 3 MiB, 24576 MiB,14.55 W,5.1,90.04,
0 %, 3 MiB, 24576 MiB,14.69 W,4.3,91.07,
0 %, 3 MiB, 24576 MiB,14.92 W,4.3,92.1,
0 %, 3 MiB, 24576 MiB,14.74 W,4.4,93.14,
0 %, 3 MiB, 24576 MiB,14.80 W,4.2,94.17,
0 %, 3 MiB, 24576 MiB,14.68 W,4.2,95.21,
0 %, 3 MiB, 24576 MiB,14.69 W,4.7,96.24,
0 %, 3 MiB, 24576 MiB,14.79 W,4.3,97.28,
0 %, 3 MiB, 24576 MiB,14.95 W,4.7,98.31,
0 %, 3 MiB, 24576 MiB,13.10 W,4.3,99.34,
0 %, 3 MiB, 24576 MiB,14.62 W,4.2,100.38,
0 %, 3 MiB, 24576 MiB,14.61 W,4.3,101.41,
0 %, 3 MiB, 24576 MiB,13.23 W,4.3,102.44,
0 %, 3 MiB, 24576 MiB,14.77 W,4.2,103.48,
0 %, 3 MiB, 24576 MiB,14.72 W,4.3,104.51,
0 %, 3 MiB, 24576 MiB,14.76 W,5.3,105.55,
0 %, 3 MiB, 24576 MiB,14.95 W,4.3,106.58,
0 %, 3 MiB, 24576 MiB,14.49 W,4.3,107.61,
0 %, 3 MiB, 24576 MiB,14.61 W,4.2,108.65,
0 %, 3 MiB, 24576 MiB,14.66 W,4.3,109.68,
0 %, 3 MiB, 24576 MiB,15.22 W,4.3,110.71,
0 %, 3 MiB, 24576 MiB,15.16 W,4.6,111.75,
0 %, 3 MiB, 24576 MiB,15.44 W,4.3,112.78,
0 %, 3 MiB, 24576 MiB,15.02 W,4.7,113.81,
0 %, 3 MiB, 24576 MiB,14.72 W,4.2,114.85,
0 %, 3 MiB, 24576 MiB,14.70 W,4.4,115.88,
0 %, 3 MiB, 24576 MiB,13.19 W,4.4,116.91,
0 %, 3 MiB, 24576 MiB,15.06 W,4.2,117.95,
0 %, 3 MiB, 24576 MiB,15.00 W,4.3,118.98,
0 %, 3 MiB, 24576 MiB,13.19 W,5.0,120.02,
0 %, 3 MiB, 24576 MiB,14.51 W,4.3,121.05,
0 %, 3 MiB, 24576 MiB,14.40 W,5.0,122.08,
0 %, 3 MiB, 24576 MiB,14.72 W,4.2,123.12,
0 %, 3 MiB, 24576 MiB,14.89 W,4.3,124.15,
0 %, 3 MiB, 24576 MiB,14.91 W,4.4,125.18,
0 %, 3 MiB, 24576 MiB,15.09 W,4.2,126.22,
0 %, 3 MiB, 24576 MiB,14.38 W,4.7,127.25,
0 %, 3 MiB, 24576 MiB,14.70 W,4.5,128.29,
0 %, 3 MiB, 24576 MiB,14.54 W,4.6,129.32,
0 %, 3 MiB, 24576 MiB,14.78 W,4.4,130.35,
0 %, 3 MiB, 24576 MiB,13.18 W,4.4,131.39,
0 %, 3 MiB, 24576 MiB,14.44 W,4.2,132.42,
0 %, 3 MiB, 24576 MiB,14.42 W,4.4,133.45,
0 %, 3 MiB, 24576 MiB,12.92 W,4.3,134.49,
0 %, 3 MiB, 24576 MiB,14.45 W,4.9,135.52,
0 %, 3 MiB, 24576 MiB,14.79 W,4.4,136.56,
0 %, 3 MiB, 24576 MiB,14.66 W,4.3,137.59,
0 %, 3 MiB, 24576 MiB,14.93 W,4.2,138.62,
0 %, 3 MiB, 24576 MiB,14.63 W,4.3,139.66,
0 %, 3 MiB, 24576 MiB,14.82 W,4.2,140.69,
0 %, 3 MiB, 24576 MiB,14.84 W,4.6,141.72,
0 %, 3 MiB, 24576 MiB,14.82 W,4.4,142.76,
0 %, 3 MiB, 24576 MiB,15.36 W,4.5,143.79,
0 %, 3 MiB, 24576 MiB,15.40 W,4.7,144.82,
0 %, 3 MiB, 24576 MiB,13.33 W,4.4,145.86,
0 %, 3 MiB, 24576 MiB,14.67 W,4.2,146.89,
0 %, 3 MiB, 24576 MiB,14.73 W,4.3,147.92,
0 %, 3 MiB, 24576 MiB,13.15 W,4.4,148.96,
0 %, 3 MiB, 24576 MiB,14.53 W,4.8,149.99,
0 %, 3 MiB, 24576 MiB,14.64 W,4.4,151.02,
0 %, 3 MiB, 24576 MiB,14.86 W,4.3,152.06,
0 %, 3 MiB, 24576 MiB,14.84 W,4.3,153.09,
0 %, 3 MiB, 24576 MiB,14.50 W,4.4,154.13,
0 %, 3 MiB, 24576 MiB,14.34 W,4.2,155.16,
0 %, 3 MiB, 24576 MiB,14.53 W,4.3,156.19,
0 %, 3 MiB, 24576 MiB,14.86 W,4.7,157.23,
0 %, 3 MiB, 24576 MiB,14.98 W,4.2,158.26,
0 %, 3 MiB, 24576 MiB,14.65 W,4.8,159.29,
0 %, 3 MiB, 24576 MiB,14.51 W,4.3,160.33,
0 %, 3 MiB, 24576 MiB,14.70 W,4.3,161.36,
0 %, 3 MiB, 24576 MiB,14.74 W,4.3,162.39,
0 %, 3 MiB, 24576 MiB,12.80 W,4.4,163.43,
0 %, 3 MiB, 24576 MiB,14.70 W,4.3,164.46,
0 %, 3 MiB, 24576 MiB,14.93 W,5.0,165.5,
0 %, 3 MiB, 24576 MiB,13.97 W,4.3,166.53,
