utilization_gpu,memory_used,memory_total,power_draw,cpu_usage,time,acc,flops,
0 %, 3 MiB, 24576 MiB,14.48 W,13.2,137.46,
0 %, 3 MiB, 24576 MiB,14.48 W,12.9,138.51,
0 %, 3 MiB, 24576 MiB,12.97 W,13.1,139.56,
0 %, 3 MiB, 24576 MiB,14.22 W,13.1,140.61,
0 %, 3 MiB, 24576 MiB,15.01 W,12.6,141.65,
0 %, 3 MiB, 24576 MiB,14.57 W,12.1,142.69,
0 %, 3 MiB, 24576 MiB,14.50 W,12.9,143.73,
0 %, 3 MiB, 24576 MiB,14.46 W,12.5,144.78,
0 %, 3 MiB, 24576 MiB,14.88 W,12.6,145.84,
0 %, 3 MiB, 24576 MiB,13.11 W,13.3,146.89,
0 %, 3 MiB, 24576 MiB,14.81 W,12.9,147.94,
0 %, 3 MiB, 24576 MiB,14.65 W,12.4,148.99,
0 %, 3 MiB, 24576 MiB,14.55 W,13.0,150.05,
0 %, 3 MiB, 24576 MiB,15.09 W,13.0,151.1,
0 %, 3 MiB, 24576 MiB,14.85 W,12.2,152.15,
0 %, 3 MiB, 24576 MiB,15.12 W,13.1,153.21,
0 %, 3 MiB, 24576 MiB,14.14 W,13.6,154.26,
0 %, 3 MiB, 24576 MiB,14.71 W,13.4,155.32,
0 %, 3 MiB, 24576 MiB,14.17 W,13.2,156.38,
0 %, 3 MiB, 24576 MiB,14.74 W,13.2,157.42,
0 %, 3 MiB, 24576 MiB,14.12 W,12.4,158.47,
0 %, 3 MiB, 24576 MiB,14.36 W,12.7,159.51,
0 %, 3 MiB, 24576 MiB,14.84 W,13.9,160.56,
0 %, 3 MiB, 24576 MiB,13.80 W,12.0,161.62,
0 %, 3 MiB, 24576 MiB,14.29 W,13.6,162.66,
0 %, 3 MiB, 24576 MiB,14.63 W,13.0,163.72,
0 %, 3 MiB, 24576 MiB,14.89 W,12.1,164.77,
0 %, 3 MiB, 24576 MiB,14.60 W,15.3,165.82,
0 %, 3 MiB, 24576 MiB,14.90 W,14.4,166.86,
0 %, 3 MiB, 24576 MiB,14.72 W,15.3,167.92,
0 %, 3 MiB, 24576 MiB,13.50 W,15.2,168.98,
0 %, 3 MiB, 24576 MiB,14.85 W,14.5,170.03,
0 %, 3 MiB, 24576 MiB,14.52 W,15.8,171.09,
0 %, 3 MiB, 24576 MiB,15.04 W,14.7,172.13,
0 %, 3 MiB, 24576 MiB,14.99 W,12.4,173.19,
0 %, 3 MiB, 24576 MiB,15.27 W,13.7,174.24,
0 %, 3 MiB, 24576 MiB,15.60 W,13.1,175.29,
0 %, 3 MiB, 24576 MiB,14.11 W,11.9,176.34,
0 %, 3 MiB, 24576 MiB,14.35 W,13.3,177.39,
0 %, 3 MiB, 24576 MiB,14.60 W,13.6,178.44,
0 %, 3 MiB, 24576 MiB,14.41 W,11.8,179.49,
0 %, 3 MiB, 24576 MiB,14.64 W,13.5,180.55,
0 %, 3 MiB, 24576 MiB,14.95 W,13.1,181.61,
0 %, 3 MiB, 24576 MiB,14.78 W,11.5,182.65,
0 %, 3 MiB, 24576 MiB,14.14 W,13.8,183.71,
0 %, 3 MiB, 24576 MiB,14.90 W,13.3,184.76,
0 %, 3 MiB, 24576 MiB,14.75 W,12.1,185.8,
0 %, 3 MiB, 24576 MiB,14.45 W,14.1,186.85,
0 %, 3 MiB, 24576 MiB,14.81 W,12.5,187.9,
0 %, 3 MiB, 24576 MiB,14.91 W,12.0,188.95,
0 %, 3 MiB, 24576 MiB,14.76 W,13.6,190.0,
0 %, 3 MiB, 24576 MiB,14.66 W,13.2,191.06,
0 %, 3 MiB, 24576 MiB,14.76 W,11.7,192.12,
0 %, 3 MiB, 24576 MiB,14.59 W,13.9,193.16,
0 %, 3 MiB, 24576 MiB,14.68 W,12.8,194.21,
0 %, 3 MiB, 24576 MiB,15.05 W,11.7,195.26,
0 %, 3 MiB, 24576 MiB,14.93 W,13.1,196.3,
0 %, 3 MiB, 24576 MiB,15.17 W,13.1,197.35,
0 %, 3 MiB, 24576 MiB,13.73 W,11.7,198.4,
0 %, 3 MiB, 24576 MiB,14.56 W,13.7,199.46,
0 %, 3 MiB, 24576 MiB,14.67 W,13.8,200.5,
0 %, 3 MiB, 24576 MiB,14.68 W,11.4,201.55,
0 %, 3 MiB, 24576 MiB,14.54 W,13.3,202.61,
0 %, 3 MiB, 24576 MiB,14.57 W,13.0,203.65,
0 %, 3 MiB, 24576 MiB,14.51 W,11.7,204.71,
0 %, 3 MiB, 24576 MiB,13.60 W,13.6,205.75,
0 %, 3 MiB, 24576 MiB,14.62 W,13.2,206.81,
0 %, 3 MiB, 24576 MiB,14.52 W,11.4,207.86,
0 %, 3 MiB, 24576 MiB,14.18 W,13.4,208.9,
0 %, 3 MiB, 24576 MiB,14.26 W,13.1,209.95,
0 %, 3 MiB, 24576 MiB,13.69 W,12.0,211.0,
0 %, 3 MiB, 24576 MiB,14.11 W,12.8,212.06,
0 %, 3 MiB, 24576 MiB,14.15 W,13.3,213.11,
0 %, 3 MiB, 24576 MiB,14.78 W,12.9,214.16,
0 %, 3 MiB, 24576 MiB,14.80 W,12.9,215.22,
0 %, 3 MiB, 24576 MiB,14.46 W,13.2,216.26,
0 %, 3 MiB, 24576 MiB,15.07 W,13.1,217.31,
0 %, 3 MiB, 24576 MiB,15.20 W,11.4,218.36,
0 %, 3 MiB, 24576 MiB,14.26 W,13.1,219.41,
0 %, 3 MiB, 24576 MiB,14.68 W,12.9,220.46,
0 %, 3 MiB, 24576 MiB,14.78 W,12.4,221.5,
0 %, 3 MiB, 24576 MiB,14.39 W,13.4,222.56,
0 %, 3 MiB, 24576 MiB,14.66 W,12.7,223.61,
0 %, 3 MiB, 24576 MiB,14.52 W,11.3,224.65,
0 %, 3 MiB, 24576 MiB,13.41 W,12.5,225.7,
0 %, 3 MiB, 24576 MiB,14.48 W,13.8,226.76,
0 %, 3 MiB, 24576 MiB,14.35 W,13.5,227.81,
0 %, 3 MiB, 24576 MiB,14.40 W,14.5,228.85,
0 %, 3 MiB, 24576 MiB,14.79 W,15.0,229.9,
0 %, 3 MiB, 24576 MiB,14.61 W,13.3,230.95,
0 %, 3 MiB, 24576 MiB,14.32 W,14.9,231.99,
0 %, 3 MiB, 24576 MiB,14.64 W,12.6,233.04,
0 %, 3 MiB, 24576 MiB,14.69 W,11.2,234.08,
0 %, 3 MiB, 24576 MiB,13.52 W,12.5,235.13,
0 %, 3 MiB, 24576 MiB,14.53 W,11.6,236.18,
0 %, 3 MiB, 24576 MiB,14.41 W,11.3,237.24,
0 %, 3 MiB, 24576 MiB,14.85 W,11.4,238.29,
0 %, 3 MiB, 24576 MiB,14.95 W,11.7,239.33,
0 %, 3 MiB, 24576 MiB,15.02 W,11.1,240.38,
0 %, 3 MiB, 24576 MiB,15.22 W,11.3,241.43,
0 %, 3 MiB, 24576 MiB,13.94 W,11.1,242.49,
0 %, 3 MiB, 24576 MiB,14.50 W,11.4,243.53,
0 %, 3 MiB, 24576 MiB,14.40 W,12.2,244.59,
0 %, 3 MiB, 24576 MiB,14.38 W,11.3,245.64,
0 %, 3 MiB, 24576 MiB,14.62 W,11.4,246.69,
0 %, 3 MiB, 24576 MiB,14.56 W,11.3,247.74,
0 %, 3 MiB, 24576 MiB,14.60 W,11.2,248.78,
0 %, 3 MiB, 24576 MiB,14.44 W,11.4,249.83,
0 %, 3 MiB, 24576 MiB,14.78 W,10.9,250.88,
0 %, 3 MiB, 24576 MiB,14.85 W,11.7,251.93,
0 %, 3 MiB, 24576 MiB,14.98 W,11.5,252.98,
0 %, 3 MiB, 24576 MiB,14.82 W,12.7,254.03,
0 %, 3 MiB, 24576 MiB,14.69 W,11.3,255.09,
0 %, 3 MiB, 24576 MiB,14.85 W,11.6,256.13,
0 %, 3 MiB, 24576 MiB,14.23 W,9.3,257.18,
0 %, 3 MiB, 24576 MiB,14.62 W,9.1,258.23,
0 %, 3 MiB, 24576 MiB,14.83 W,9.2,259.28,
0 %, 3 MiB, 24576 MiB,14.80 W,10.2,260.32,
0 %, 3 MiB, 24576 MiB,14.67 W,9.2,261.37,
0 %, 3 MiB, 24576 MiB,15.08 W,9.1,262.42,
0 %, 3 MiB, 24576 MiB,15.15 W,9.2,263.47,
0 %, 3 MiB, 24576 MiB,14.51 W,9.4,264.52,
0 %, 3 MiB, 24576 MiB,14.70 W,8.9,265.56,
0 %, 3 MiB, 24576 MiB,14.54 W,9.4,266.62,
0 %, 3 MiB, 24576 MiB,14.45 W,9.5,267.67,
0 %, 3 MiB, 24576 MiB,14.55 W,9.2,268.73,
0 %, 3 MiB, 24576 MiB,14.29 W,9.5,269.78,
0 %, 3 MiB, 24576 MiB,14.50 W,9.2,270.83,
0 %, 3 MiB, 24576 MiB,13.18 W,9.1,271.87,
0 %, 3 MiB, 24576 MiB,14.66 W,8.8,272.92,
0 %, 3 MiB, 24576 MiB,14.66 W,9.0,273.96,
0 %, 3 MiB, 24576 MiB,14.93 W,9.9,275.01,
0 %, 3 MiB, 24576 MiB,14.31 W,9.0,276.06,
0 %, 3 MiB, 24576 MiB,14.70 W,9.3,277.11,
0 %, 3 MiB, 24576 MiB,14.81 W,9.2,278.17,
0 %, 3 MiB, 24576 MiB,13.03 W,9.1,279.22,
0 %, 3 MiB, 24576 MiB,14.72 W,9.2,280.26,
0 %, 3 MiB, 24576 MiB,14.68 W,9.0,281.31,
0 %, 3 MiB, 24576 MiB,14.71 W,9.4,282.35,
0 %, 3 MiB, 24576 MiB,14.64 W,9.5,283.41,
0 %, 3 MiB, 24576 MiB,14.36 W,9.5,284.46,
0 %, 3 MiB, 24576 MiB,15.01 W,9.3,285.51,
0 %, 3 MiB, 24576 MiB,13.65 W,9.0,286.55,
0 %, 3 MiB, 24576 MiB,14.77 W,9.2,287.6,
0 %, 3 MiB, 24576 MiB,14.74 W,11.4,288.65,
0 %, 3 MiB, 24576 MiB,14.64 W,11.7,289.7,
0 %, 3 MiB, 24576 MiB,14.41 W,11.3,290.75,
0 %, 3 MiB, 24576 MiB,14.57 W,11.7,291.81,
0 %, 3 MiB, 24576 MiB,14.60 W,11.6,292.85,
0 %, 3 MiB, 24576 MiB,13.54 W,9.6,293.91,
0 %, 3 MiB, 24576 MiB,14.51 W,9.2,294.96,
0 %, 3 MiB, 24576 MiB,14.56 W,9.2,296.01,
0 %, 3 MiB, 24576 MiB,14.60 W,9.3,297.05,
0 %, 3 MiB, 24576 MiB,14.67 W,9.2,298.1,
0 %, 3 MiB, 24576 MiB,14.78 W,9.5,299.15,
0 %, 3 MiB, 24576 MiB,14.60 W,9.4,300.19,
0 %, 3 MiB, 24576 MiB,12.71 W,9.2,301.23,
0 %, 3 MiB, 24576 MiB,14.47 W,9.0,302.28,
0 %, 3 MiB, 24576 MiB,14.23 W,9.6,303.32,
0 %, 3 MiB, 24576 MiB,14.46 W,9.1,304.37,
0 %, 3 MiB, 24576 MiB,14.69 W,9.9,305.42,
0 %, 3 MiB, 24576 MiB,14.60 W,9.1,306.46,
0 %, 3 MiB, 24576 MiB,14.68 W,9.5,307.51,
0 %, 3 MiB, 24576 MiB,14.16 W,9.3,308.57,
0 %, 3 MiB, 24576 MiB,15.14 W,9.0,309.62,
0 %, 3 MiB, 24576 MiB,14.80 W,9.1,310.66,
0 %, 3 MiB, 24576 MiB,14.75 W,9.1,311.71,
0 %, 3 MiB, 24576 MiB,14.31 W,9.6,312.78,
0 %, 3 MiB, 24576 MiB,14.32 W,9.2,313.83,
0 %, 3 MiB, 24576 MiB,14.56 W,9.5,314.87,
0 %, 3 MiB, 24576 MiB,13.63 W,9.4,315.92,
0 %, 3 MiB, 24576 MiB,14.57 W,9.3,316.97,
0 %, 3 MiB, 24576 MiB,14.56 W,9.3,318.01,
0 %, 3 MiB, 24576 MiB,14.56 W,9.0,319.06,
0 %, 3 MiB, 24576 MiB,14.66 W,9.8,320.1,
0 %, 3 MiB, 24576 MiB,14.66 W,9.4,321.16,
0 %, 3 MiB, 24576 MiB,14.61 W,9.1,322.2,
0 %, 3 MiB, 24576 MiB,13.08 W,9.1,323.25,
0 %, 3 MiB, 24576 MiB,14.81 W,9.1,324.29,
0 %, 3 MiB, 24576 MiB,14.77 W,9.2,325.34,
0 %, 3 MiB, 24576 MiB,14.71 W,9.0,326.39,
0 %, 3 MiB, 24576 MiB,14.80 W,9.4,327.44,
0 %, 3 MiB, 24576 MiB,14.78 W,9.4,328.49,
0 %, 3 MiB, 24576 MiB,14.89 W,9.6,329.54,
0 %, 3 MiB, 24576 MiB,14.75 W,9.3,330.59,
0 %, 3 MiB, 24576 MiB,15.00 W,9.1,331.64,
0 %, 3 MiB, 24576 MiB,14.82 W,9.6,332.68,
0 %, 3 MiB, 24576 MiB,14.84 W,9.0,333.73,
0 %, 3 MiB, 24576 MiB,14.65 W,9.8,334.77,
0 %, 3 MiB, 24576 MiB,14.39 W,9.3,335.82,
0 %, 3 MiB, 24576 MiB,14.32 W,9.3,336.87,
0 %, 3 MiB, 24576 MiB,13.63 W,9.4,337.91,
0 %, 3 MiB, 24576 MiB,14.55 W,8.9,338.96,
0 %, 3 MiB, 24576 MiB,14.45 W,9.4,340.01,
0 %, 3 MiB, 24576 MiB,14.20 W,9.1,341.06,
0 %, 3 MiB, 24576 MiB,14.91 W,9.0,342.12,
