utilization_gpu,memory_used,memory_total,power_draw,cpu_usage,time,acc,flops,
0 , 3 MiB, 24576 MiB,11.94 W,14.4,1.07,0.2610,2966364760.0,
0 , 3 MiB, 24576 MiB,11.82 W,14.4,2.1,
0 , 3 MiB, 24576 MiB,11.69 W,14.8,3.14,
0 , 3 MiB, 24576 MiB,11.86 W,15.2,4.17,
0 , 3 MiB, 24576 MiB,12.79 W,14.6,5.21,
0 , 3 MiB, 24576 MiB,12.07 W,14.7,6.25,
0 , 3 MiB, 24576 MiB,11.96 W,14.5,7.29,
0 , 3 MiB, 24576 MiB,12.06 W,14.6,8.33,
0 , 3 MiB, 24576 MiB,11.90 W,15.1,9.36,
0 , 3 MiB, 24576 MiB,12.16 W,15.0,10.4,
0 , 3 MiB, 24576 MiB,11.91 W,14.6,11.44,
0 , 3 MiB, 24576 MiB,12.24 W,14.4,12.48,
0 , 3 MiB, 24576 MiB,11.65 W,15.3,13.52,
0 , 3 MiB, 24576 MiB,11.67 W,14.5,14.56,
0 , 3 MiB, 24576 MiB,11.20 W,16.5,15.6,
0 , 3 MiB, 24576 MiB,11.62 W,14.9,16.64,
0 , 3 MiB, 24576 MiB,11.71 W,14.5,17.68,
0 , 3 MiB, 24576 MiB,11.99 W,15.6,18.72,
0 , 3 MiB, 24576 MiB,11.89 W,14.7,19.76,
0 , 3 MiB, 24576 MiB,11.92 W,14.6,20.79,
0 , 3 MiB, 24576 MiB,11.87 W,14.7,21.84,
0 , 3 MiB, 24576 MiB,11.68 W,14.6,22.88,
0 , 3 MiB, 24576 MiB,11.73 W,14.4,23.92,
0 , 3 MiB, 24576 MiB,11.51 W,14.7,24.96,
0 , 3 MiB, 24576 MiB,11.61 W,14.6,26.01,
0 , 3 MiB, 24576 MiB,11.49 W,15.3,27.05,
0 , 3 MiB, 24576 MiB,11.47 W,15.2,28.09,
0 , 3 MiB, 24576 MiB,11.32 W,14.8,29.13,
0 , 3 MiB, 24576 MiB,10.97 W,15.2,30.17,
0 , 3 MiB, 24576 MiB,11.09 W,14.6,31.2,
0 , 3 MiB, 24576 MiB,10.92 W,14.9,32.24,
0 , 3 MiB, 24576 MiB,11.50 W,14.9,33.28,
0 , 3 MiB, 24576 MiB,11.32 W,15.2,34.32,
0 , 3 MiB, 24576 MiB,11.20 W,14.9,35.35,
0 , 3 MiB, 24576 MiB,11.72 W,14.7,36.39,
0 , 3 MiB, 24576 MiB,11.30 W,15.0,37.42,
0 , 3 MiB, 24576 MiB,11.43 W,14.9,38.47,
0 , 3 MiB, 24576 MiB,11.91 W,14.7,39.5,
0 , 3 MiB, 24576 MiB,11.87 W,14.8,40.54,
0 , 3 MiB, 24576 MiB,11.09 W,14.7,41.59,
0 , 3 MiB, 24576 MiB,10.98 W,14.8,42.62,
0 , 3 MiB, 24576 MiB,11.14 W,15.3,43.66,
0 , 3 MiB, 24576 MiB,11.05 W,14.9,44.7,
0 , 3 MiB, 24576 MiB,11.09 W,14.6,45.74,
0 , 3 MiB, 24576 MiB,11.19 W,14.7,46.78,
0 , 3 MiB, 24576 MiB,10.84 W,14.7,47.81,
0 , 3 MiB, 24576 MiB,11.10 W,14.9,48.86,
0 , 3 MiB, 24576 MiB,10.85 W,14.9,49.9,
0 , 3 MiB, 24576 MiB,10.60 W,14.7,50.94,
0 , 3 MiB, 24576 MiB,10.89 W,14.7,51.98,
0 , 3 MiB, 24576 MiB,10.80 W,14.7,53.01,
0 , 3 MiB, 24576 MiB,10.95 W,15.1,54.06,
0 , 3 MiB, 24576 MiB,11.04 W,14.6,55.09,
0 , 3 MiB, 24576 MiB,10.68 W,14.6,56.13,
0 , 3 MiB, 24576 MiB,10.92 W,15.0,57.16,
0 , 3 MiB, 24576 MiB,10.97 W,15.0,58.19,
0 , 3 MiB, 24576 MiB,10.62 W,14.4,59.23,
0 , 3 MiB, 24576 MiB,10.71 W,14.0,60.27,
0 , 3 MiB, 24576 MiB,10.92 W,14.6,61.31,
0 , 3 MiB, 24576 MiB,11.13 W,14.7,62.35,
0 , 3 MiB, 24576 MiB,10.75 W,14.6,63.39,
0 , 3 MiB, 24576 MiB,10.99 W,15.6,64.43,
0 , 3 MiB, 24576 MiB,10.54 W,14.6,65.47,
0 , 3 MiB, 24576 MiB,10.65 W,14.5,66.51,
0 , 3 MiB, 24576 MiB,10.73 W,14.5,67.55,
0 , 3 MiB, 24576 MiB,10.87 W,14.6,68.59,
0 , 3 MiB, 24576 MiB,10.77 W,14.7,69.63,
0 , 3 MiB, 24576 MiB,10.99 W,14.6,70.68,
0 , 3 MiB, 24576 MiB,11.02 W,14.6,71.72,
0 , 3 MiB, 24576 MiB,10.96 W,14.7,72.76,
