utilization_gpu,memory_used,memory_total,power_draw,cpu_usage,time,acc,flops,
0 %, 3 MiB, 24576 MiB,11.62 W,11.5,1.06,0.54,124082355,
0 %, 3 MiB, 24576 MiB,12.33 W,11.8,2.1,
0 %, 3 MiB, 24576 MiB,12.33 W,12.6,3.13,
0 %, 3 MiB, 24576 MiB,12.42 W,12.0,4.16,
0 %, 3 MiB, 24576 MiB,11.74 W,12.2,5.2,
0 %, 3 MiB, 24576 MiB,11.37 W,11.8,6.23,
0 %, 3 MiB, 24576 MiB,11.56 W,11.6,7.26,
0 %, 3 MiB, 24576 MiB,11.88 W,11.9,8.29,
0 %, 3 MiB, 24576 MiB,11.15 W,12.3,9.33,
0 %, 3 MiB, 24576 MiB,11.59 W,11.7,10.36,
0 %, 3 MiB, 24576 MiB,11.95 W,12.2,11.39,
0 %, 3 MiB, 24576 MiB,11.60 W,11.8,12.42,
0 %, 3 MiB, 24576 MiB,11.71 W,12.0,13.46,
0 %, 3 MiB, 24576 MiB,11.68 W,12.1,14.49,
0 %, 3 MiB, 24576 MiB,11.46 W,11.9,15.52,
0 %, 3 MiB, 24576 MiB,11.79 W,12.1,16.56,
0 %, 3 MiB, 24576 MiB,10.87 W,12.6,17.6,
0 %, 3 MiB, 24576 MiB,11.45 W,12.0,18.62,
0 %, 3 MiB, 24576 MiB,11.54 W,12.0,19.66,
0 %, 3 MiB, 24576 MiB,11.46 W,11.8,20.69,
0 %, 3 MiB, 24576 MiB,12.40 W,12.0,21.73,
0 %, 3 MiB, 24576 MiB,12.86 W,12.3,22.75,
0 %, 3 MiB, 24576 MiB,12.17 W,12.0,23.79,
0 %, 3 MiB, 24576 MiB,11.93 W,12.5,24.82,
0 %, 3 MiB, 24576 MiB,11.26 W,11.8,25.85,
0 %, 3 MiB, 24576 MiB,11.71 W,11.5,26.88,
0 %, 3 MiB, 24576 MiB,11.56 W,12.0,27.92,
0 %, 3 MiB, 24576 MiB,12.03 W,12.0,28.95,
0 %, 3 MiB, 24576 MiB,11.73 W,12.3,29.98,
0 %, 3 MiB, 24576 MiB,12.22 W,12.0,31.01,
0 %, 3 MiB, 24576 MiB,11.85 W,12.0,32.04,
0 %, 3 MiB, 24576 MiB,11.57 W,12.8,33.08,
0 %, 3 MiB, 24576 MiB,11.15 W,13.0,34.11,
0 %, 3 MiB, 24576 MiB,11.61 W,12.0,35.14,
0 %, 3 MiB, 24576 MiB,11.43 W,12.1,36.17,
0 %, 3 MiB, 24576 MiB,12.09 W,11.9,37.21,
0 %, 3 MiB, 24576 MiB,11.65 W,12.0,38.24,
0 %, 3 MiB, 24576 MiB,11.74 W,12.6,39.27,
0 %, 3 MiB, 24576 MiB,12.04 W,12.0,40.3,
