utilization_gpu,memory_used,memory_total,power_draw,cpu_usage,time,acc,flops,
0 %, 3 MiB, 24576 MiB,11.75 W,11.1,1.06,0.4681,124082355,
0 %, 3 MiB, 24576 MiB,11.23 W,10.6,2.09,
0 %, 3 MiB, 24576 MiB,11.49 W,10.8,3.13,
0 %, 3 MiB, 24576 MiB,11.08 W,10.9,4.16,
0 %, 3 MiB, 24576 MiB,11.55 W,11.8,5.19,
0 %, 3 MiB, 24576 MiB,11.15 W,11.1,6.23,
0 %, 3 MiB, 24576 MiB,11.77 W,11.0,7.26,
0 %, 3 MiB, 24576 MiB,11.40 W,11.1,8.29,
0 %, 3 MiB, 24576 MiB,11.55 W,10.7,9.32,
0 %, 3 MiB, 24576 MiB,11.55 W,10.8,10.36,
0 %, 3 MiB, 24576 MiB,11.72 W,10.7,11.39,
0 %, 3 MiB, 24576 MiB,11.41 W,10.9,12.42,
0 %, 3 MiB, 24576 MiB,11.88 W,10.6,13.46,
0 %, 3 MiB, 24576 MiB,11.92 W,10.7,14.49,
0 %, 3 MiB, 24576 MiB,12.49 W,10.9,15.52,
0 %, 3 MiB, 24576 MiB,12.06 W,10.8,16.55,
0 %, 3 MiB, 24576 MiB,11.45 W,10.8,17.59,
0 %, 3 MiB, 24576 MiB,11.05 W,10.8,18.62,
0 %, 3 MiB, 24576 MiB,11.51 W,10.9,19.65,
0 %, 3 MiB, 24576 MiB,11.27 W,11.9,20.69,
0 %, 3 MiB, 24576 MiB,11.25 W,10.5,21.72,
0 %, 3 MiB, 24576 MiB,11.37 W,10.8,22.75,
0 %, 3 MiB, 24576 MiB,11.26 W,11.1,23.78,
0 %, 3 MiB, 24576 MiB,10.96 W,10.7,24.82,
0 %, 3 MiB, 24576 MiB,10.93 W,10.9,25.85,
0 %, 3 MiB, 24576 MiB,11.36 W,10.8,26.88,
0 %, 3 MiB, 24576 MiB,11.96 W,10.6,27.92,
0 %, 3 MiB, 24576 MiB,11.66 W,11.0,28.95,
0 %, 3 MiB, 24576 MiB,11.11 W,10.8,29.98,
0 %, 3 MiB, 24576 MiB,11.70 W,10.6,31.01,
0 %, 3 MiB, 24576 MiB,12.24 W,10.7,32.05,
0 %, 3 MiB, 24576 MiB,12.50 W,10.7,33.08,
0 %, 3 MiB, 24576 MiB,12.05 W,10.8,34.11,
0 %, 3 MiB, 24576 MiB,11.17 W,11.6,35.15,
0 %, 3 MiB, 24576 MiB,11.63 W,11.1,36.18,
0 %, 3 MiB, 24576 MiB,11.78 W,10.8,37.21,
0 %, 3 MiB, 24576 MiB,10.89 W,10.9,38.25,
0 %, 3 MiB, 24576 MiB,11.38 W,11.0,39.28,
0 %, 3 MiB, 24576 MiB,11.23 W,10.8,40.31,
0 %, 3 MiB, 24576 MiB,11.75 W,10.7,41.35,
0 %, 3 MiB, 24576 MiB,11.37 W,10.7,42.38,
0 %, 3 MiB, 24576 MiB,11.60 W,10.8,43.41,
0 %, 3 MiB, 24576 MiB,11.11 W,10.6,44.45,
0 %, 3 MiB, 24576 MiB,11.06 W,11.0,45.48,
0 %, 3 MiB, 24576 MiB,10.78 W,10.7,46.51,
0 %, 3 MiB, 24576 MiB,11.05 W,10.5,47.54,
0 %, 3 MiB, 24576 MiB,11.22 W,10.9,48.58,
0 %, 3 MiB, 24576 MiB,11.55 W,10.8,49.61,
0 %, 3 MiB, 24576 MiB,11.79 W,11.6,50.64,
0 %, 3 MiB, 24576 MiB,11.50 W,11.1,51.67,
0 %, 3 MiB, 24576 MiB,11.44 W,11.3,52.71,
0 %, 3 MiB, 24576 MiB,11.48 W,10.9,53.74,
0 %, 3 MiB, 24576 MiB,11.13 W,10.8,54.77,
0 %, 3 MiB, 24576 MiB,11.34 W,10.5,55.81,
0 %, 3 MiB, 24576 MiB,11.95 W,10.8,56.84,
0 %, 3 MiB, 24576 MiB,11.52 W,10.7,57.87,
0 %, 3 MiB, 24576 MiB,11.28 W,10.7,58.91,
0 %, 3 MiB, 24576 MiB,11.42 W,10.7,59.94,
0 %, 3 MiB, 24576 MiB,11.07 W,10.8,60.97,
0 %, 3 MiB, 24576 MiB,11.64 W,10.7,62.01,
0 %, 3 MiB, 24576 MiB,11.75 W,10.8,63.04,
0 %, 3 MiB, 24576 MiB,12.18 W,10.9,64.07,
0 %, 3 MiB, 24576 MiB,12.44 W,11.8,65.11,
0 %, 3 MiB, 24576 MiB,12.02 W,11.1,66.14,
0 %, 3 MiB, 24576 MiB,12.19 W,11.0,67.17,
0 %, 3 MiB, 24576 MiB,11.86 W,10.7,68.2,
0 %, 3 MiB, 24576 MiB,11.76 W,11.3,69.24,
0 %, 3 MiB, 24576 MiB,10.99 W,10.5,70.27,
0 %, 3 MiB, 24576 MiB,11.87 W,10.7,71.3,
0 %, 3 MiB, 24576 MiB,11.30 W,10.8,72.34,
0 %, 3 MiB, 24576 MiB,11.24 W,10.9,73.37,
0 %, 3 MiB, 24576 MiB,11.23 W,10.7,74.4,
0 %, 3 MiB, 24576 MiB,11.53 W,10.8,75.43,
0 %, 3 MiB, 24576 MiB,11.68 W,10.7,76.47,
0 %, 3 MiB, 24576 MiB,11.92 W,10.7,77.5,
0 %, 3 MiB, 24576 MiB,11.17 W,10.8,78.53,
0 %, 3 MiB, 24576 MiB,12.13 W,10.8,79.56,
0 %, 3 MiB, 24576 MiB,11.57 W,12.4,80.6,
0 %, 3 MiB, 24576 MiB,11.77 W,11.3,81.63,
0 %, 3 MiB, 24576 MiB,12.23 W,10.9,82.66,
0 %, 3 MiB, 24576 MiB,11.44 W,10.8,83.69,
0 %, 3 MiB, 24576 MiB,11.95 W,11.3,84.72,
0 %, 3 MiB, 24576 MiB,11.72 W,10.8,85.76,
0 %, 3 MiB, 24576 MiB,10.85 W,10.8,86.79,
0 %, 3 MiB, 24576 MiB,11.25 W,10.8,87.82,
0 %, 3 MiB, 24576 MiB,10.95 W,10.7,88.85,
0 %, 3 MiB, 24576 MiB,11.55 W,10.7,89.89,
0 %, 3 MiB, 24576 MiB,11.78 W,11.0,90.92,
0 %, 3 MiB, 24576 MiB,11.60 W,10.7,91.95,
0 %, 3 MiB, 24576 MiB,11.15 W,10.8,92.99,
0 %, 3 MiB, 24576 MiB,10.86 W,10.9,94.02,
0 %, 3 MiB, 24576 MiB,10.76 W,11.4,95.05,
0 %, 3 MiB, 24576 MiB,11.46 W,10.6,96.09,
0 %, 3 MiB, 24576 MiB,11.38 W,11.2,97.12,
0 %, 3 MiB, 24576 MiB,11.43 W,10.7,98.15,
