utilization_gpu,memory_used,memory_total,power_draw,cpu_usage,time,acc,flops,
0 , 3 MiB, 24576 MiB,9.47 W,12.6,1.06,0.4976,3862582360.0, 
0 , 3 MiB, 24576 MiB,10.14 W,11.9,2.09,
0 , 3 MiB, 24576 MiB,10.21 W,12.4,3.13,
0 , 3 MiB, 24576 MiB,10.12 W,13.5,4.16,
0 , 3 MiB, 24576 MiB,10.37 W,11.9,5.19,
0 , 3 MiB, 24576 MiB,10.41 W,13.4,6.23,
0 , 3 MiB, 24576 MiB,9.94 W,12.2,7.26,
0 , 3 MiB, 24576 MiB,9.78 W,11.2,8.3,
0 , 3 MiB, 24576 MiB,9.83 W,12.7,9.33,
0 , 3 MiB, 24576 MiB,10.43 W,10.9,10.37,
0 , 3 MiB, 24576 MiB,10.43 W,13.0,11.41,
0 , 3 MiB, 24576 MiB,10.40 W,11.3,12.45,
0 , 3 MiB, 24576 MiB,10.29 W,12.9,13.49,
0 , 3 MiB, 24576 MiB,10.48 W,12.1,14.53,
0 , 3 MiB, 24576 MiB,9.90 W,11.4,15.56,
0 , 3 MiB, 24576 MiB,10.27 W,12.9,16.6,
0 , 3 MiB, 24576 MiB,10.68 W,12.0,17.64,
0 , 3 MiB, 24576 MiB,10.14 W,13.8,18.68,
0 , 3 MiB, 24576 MiB,10.31 W,12.3,19.72,
0 , 3 MiB, 24576 MiB,10.28 W,11.5,20.76,
0 , 3 MiB, 24576 MiB,9.83 W,13.2,21.8,
0 , 3 MiB, 24576 MiB,10.35 W,11.7,22.84,
0 , 3 MiB, 24576 MiB,10.19 W,12.5,23.88,
0 , 3 MiB, 24576 MiB,10.37 W,12.9,24.91,
0 , 3 MiB, 24576 MiB,10.44 W,11.6,25.95,
0 , 3 MiB, 24576 MiB,10.66 W,12.9,26.99,
0 , 3 MiB, 24576 MiB,10.46 W,12.4,28.03,
0 , 3 MiB, 24576 MiB,10.46 W,11.8,29.07,
0 , 3 MiB, 24576 MiB,10.19 W,13.0,30.1,
0 , 3 MiB, 24576 MiB,10.66 W,13.0,31.14,
0 , 3 MiB, 24576 MiB,10.19 W,12.6,32.18,
0 , 3 MiB, 24576 MiB,9.92 W,14.1,33.22,
0 , 3 MiB, 24576 MiB,10.01 W,11.7,34.26,
0 , 3 MiB, 24576 MiB,10.66 W,12.5,35.3,
0 , 3 MiB, 24576 MiB,10.35 W,12.5,36.34,
0 , 3 MiB, 24576 MiB,9.94 W,11.8,37.37,
0 , 3 MiB, 24576 MiB,9.69 W,13.9,38.41,
0 , 3 MiB, 24576 MiB,10.20 W,12.8,39.45,
0 , 3 MiB, 24576 MiB,9.88 W,12.6,40.49,
0 , 3 MiB, 24576 MiB,10.35 W,12.9,41.53,
0 , 3 MiB, 24576 MiB,10.56 W,11.4,42.57,
0 , 3 MiB, 24576 MiB,9.46 W,13.2,43.61,
0 , 3 MiB, 24576 MiB,10.26 W,13.2,44.64,
0 , 3 MiB, 24576 MiB,9.44 W,12.8,45.68,
0 , 3 MiB, 24576 MiB,9.83 W,12.8,46.72,
0 , 3 MiB, 24576 MiB,10.25 W,11.8,47.76,
0 , 3 MiB, 24576 MiB,10.14 W,12.6,48.8,
0 , 3 MiB, 24576 MiB,10.23 W,12.7,49.84,
0 , 3 MiB, 24576 MiB,9.71 W,11.5,50.88,
0 , 3 MiB, 24576 MiB,9.98 W,13.7,51.91,
0 , 3 MiB, 24576 MiB,10.54 W,12.3,52.95,
0 , 3 MiB, 24576 MiB,10.00 W,11.5,53.99,
0 , 3 MiB, 24576 MiB,9.84 W,13.4,55.03,
0 , 3 MiB, 24576 MiB,9.77 W,11.4,56.07,
0 , 3 MiB, 24576 MiB,9.77 W,13.6,57.1,
0 , 3 MiB, 24576 MiB,10.14 W,13.5,58.14,
0 , 3 MiB, 24576 MiB,10.60 W,12.6,59.18,
0 , 3 MiB, 24576 MiB,10.27 W,12.9,60.22,
0 , 3 MiB, 24576 MiB,10.06 W,12.3,61.26,
0 , 3 MiB, 24576 MiB,9.24 W,12.7,62.3,
0 , 3 MiB, 24576 MiB,10.39 W,12.8,63.34,
0 , 3 MiB, 24576 MiB,9.99 W,12.6,64.37,
0 , 3 MiB, 24576 MiB,9.66 W,13.8,65.41,
0 , 3 MiB, 24576 MiB,9.90 W,11.6,66.45,
0 , 3 MiB, 24576 MiB,10.11 W,12.8,67.49,
0 , 3 MiB, 24576 MiB,9.99 W,12.5,68.53,
0 , 3 MiB, 24576 MiB,9.69 W,11.4,69.57,
0 , 3 MiB, 24576 MiB,10.24 W,13.5,70.61,
0 , 3 MiB, 24576 MiB,10.11 W,11.7,71.65,
0 , 3 MiB, 24576 MiB,9.98 W,13.9,72.69,
0 , 3 MiB, 24576 MiB,10.09 W,12.6,73.72,
0 , 3 MiB, 24576 MiB,9.92 W,11.6,74.76,
0 , 3 MiB, 24576 MiB,9.83 W,12.8,75.8,
0 , 3 MiB, 24576 MiB,10.08 W,13.1,76.84,
0 , 3 MiB, 24576 MiB,9.76 W,13.1,77.88,
0 , 3 MiB, 24576 MiB,9.89 W,13.8,78.92,
0 , 3 MiB, 24576 MiB,9.53 W,11.2,79.96,
0 , 3 MiB, 24576 MiB,9.80 W,12.9,81.0,
0 , 3 MiB, 24576 MiB,9.93 W,12.1,82.04,
0 , 3 MiB, 24576 MiB,10.20 W,11.8,83.07,
0 , 3 MiB, 24576 MiB,10.01 W,13.3,84.11,
0 , 3 MiB, 24576 MiB,9.75 W,11.2,85.15,
0 , 3 MiB, 24576 MiB,9.62 W,13.4,86.19,
0 , 3 MiB, 24576 MiB,9.99 W,12.1,87.23,
0 , 3 MiB, 24576 MiB,10.12 W,11.9,88.27,
0 , 3 MiB, 24576 MiB,10.01 W,12.9,89.3,
0 , 3 MiB, 24576 MiB,9.39 W,12.3,90.34,
0 , 3 MiB, 24576 MiB,9.31 W,12.4,91.38,
0 , 3 MiB, 24576 MiB,10.00 W,13.9,92.42,
0 , 3 MiB, 24576 MiB,10.35 W,11.6,93.46,
0 , 3 MiB, 24576 MiB,9.77 W,13.0,94.5,
0 , 3 MiB, 24576 MiB,9.36 W,12.4,95.54,
0 , 3 MiB, 24576 MiB,9.55 W,11.5,96.57,
0 , 3 MiB, 24576 MiB,9.23 W,13.2,97.61,
0 , 3 MiB, 24576 MiB,9.46 W,12.2,98.65,
0 , 3 MiB, 24576 MiB,9.45 W,12.4,99.69,
0 , 3 MiB, 24576 MiB,9.51 W,12.9,100.73,
0 , 3 MiB, 24576 MiB,9.63 W,11.5,101.77,
0 , 3 MiB, 24576 MiB,9.63 W,12.5,102.81,
0 , 3 MiB, 24576 MiB,10.09 W,13.0,103.84,
0 , 3 MiB, 24576 MiB,9.64 W,11.5,104.88,
0 , 3 MiB, 24576 MiB,9.72 W,13.7,105.92,
0 , 3 MiB, 24576 MiB,9.47 W,13.1,106.96,
0 , 3 MiB, 24576 MiB,8.76 W,12.0,108.0,
0 , 3 MiB, 24576 MiB,9.72 W,12.9,109.04,
0 , 3 MiB, 24576 MiB,9.98 W,12.3,110.07,
0 , 3 MiB, 24576 MiB,9.84 W,11.8,111.11,
0 , 3 MiB, 24576 MiB,9.74 W,13.5,112.15,
0 , 3 MiB, 24576 MiB,9.91 W,11.5,113.19,
0 , 3 MiB, 24576 MiB,9.93 W,11.4,114.23,
0 , 3 MiB, 24576 MiB,9.95 W,11.7,115.27,
0 , 3 MiB, 24576 MiB,10.24 W,11.2,116.3,
0 , 3 MiB, 24576 MiB,9.79 W,12.4,117.34,
0 , 3 MiB, 24576 MiB,9.77 W,12.1,118.38,
0 , 3 MiB, 24576 MiB,9.11 W,10.9,119.42,
0 , 3 MiB, 24576 MiB,9.21 W,12.4,120.46,
0 , 3 MiB, 24576 MiB,9.60 W,12.5,121.5,
0 , 3 MiB, 24576 MiB,9.12 W,11.7,122.54,
0 , 3 MiB, 24576 MiB,9.60 W,12.1,123.58,
0 , 3 MiB, 24576 MiB,9.85 W,11.7,124.62,
0 , 3 MiB, 24576 MiB,9.56 W,11.1,125.65,
0 , 3 MiB, 24576 MiB,10.03 W,11.2,126.69,
0 , 3 MiB, 24576 MiB,9.73 W,11.0,127.73,
0 , 3 MiB, 24576 MiB,9.82 W,10.8,128.77,
0 , 3 MiB, 24576 MiB,9.70 W,11.0,129.81,
0 , 3 MiB, 24576 MiB,9.96 W,10.9,130.85,
0 , 3 MiB, 24576 MiB,9.77 W,10.9,131.89,
0 , 3 MiB, 24576 MiB,9.68 W,10.9,132.93,
0 , 3 MiB, 24576 MiB,10.04 W,10.9,133.96,
0 , 3 MiB, 24576 MiB,9.59 W,11.0,135.0,
0 , 3 MiB, 24576 MiB,9.94 W,11.2,136.04,
0 , 3 MiB, 24576 MiB,10.21 W,11.4,137.08,
0 , 3 MiB, 24576 MiB,9.97 W,11.9,138.12,
0 , 3 MiB, 24576 MiB,10.42 W,10.7,139.16,
0 , 3 MiB, 24576 MiB,10.13 W,10.9,140.19,
0 , 3 MiB, 24576 MiB,9.73 W,10.9,141.24,
0 , 3 MiB, 24576 MiB,9.80 W,10.9,142.28,
0 , 3 MiB, 24576 MiB,9.86 W,11.1,143.32,
0 , 3 MiB, 24576 MiB,10.33 W,10.8,144.36,
0 , 3 MiB, 24576 MiB,9.85 W,10.7,145.4,
0 , 3 MiB, 24576 MiB,9.91 W,9.3,146.45,
0 , 3 MiB, 24576 MiB,10.43 W,9.2,147.49,
0 , 3 MiB, 24576 MiB,9.62 W,14.2,148.53,
0 , 3 MiB, 24576 MiB,10.36 W,17.3,149.57,
0 , 3 MiB, 24576 MiB,10.17 W,17.4,150.62,
0 , 3 MiB, 24576 MiB,9.99 W,17.4,151.66,
0 , 3 MiB, 24576 MiB,9.92 W,17.5,152.7,
0 , 3 MiB, 24576 MiB,9.95 W,15.4,153.74,
0 , 3 MiB, 24576 MiB,10.21 W,15.3,154.78,
0 , 3 MiB, 24576 MiB,10.62 W,15.1,155.82,
0 , 3 MiB, 24576 MiB,10.41 W,14.9,156.86,
0 , 3 MiB, 24576 MiB,10.05 W,14.5,157.91,
0 , 3 MiB, 24576 MiB,9.98 W,13.4,158.95,
0 , 3 MiB, 24576 MiB,10.81 W,11.4,159.99,
0 , 3 MiB, 24576 MiB,10.12 W,15.1,161.03,
0 , 3 MiB, 24576 MiB,10.26 W,14.2,162.07,
0 , 3 MiB, 24576 MiB,9.95 W,13.0,163.12,
0 , 3 MiB, 24576 MiB,10.48 W,14.7,164.16,
0 , 3 MiB, 24576 MiB,10.11 W,14.7,165.2,
0 , 3 MiB, 24576 MiB,9.89 W,14.9,166.24,
0 , 3 MiB, 24576 MiB,10.57 W,16.1,167.28,
0 , 3 MiB, 24576 MiB,10.07 W,13.4,168.33,
0 , 3 MiB, 24576 MiB,9.61 W,11.5,169.37,
0 , 3 MiB, 24576 MiB,10.30 W,14.6,170.41,
0 , 3 MiB, 24576 MiB,10.47 W,13.5,171.45,
0 , 3 MiB, 24576 MiB,10.16 W,12.8,172.49,
0 , 3 MiB, 24576 MiB,10.89 W,14.6,173.53,
0 , 3 MiB, 24576 MiB,10.37 W,14.5,174.58,
0 , 3 MiB, 24576 MiB,10.76 W,14.4,175.62,
0 , 3 MiB, 24576 MiB,10.74 W,13.9,176.66,
0 , 3 MiB, 24576 MiB,10.91 W,13.9,177.7,
0 , 3 MiB, 24576 MiB,10.05 W,12.3,178.75,
0 , 3 MiB, 24576 MiB,10.30 W,14.3,179.79,
0 , 3 MiB, 24576 MiB,10.20 W,13.3,180.83,
0 , 3 MiB, 24576 MiB,10.60 W,14.4,181.87,
0 , 3 MiB, 24576 MiB,10.08 W,16.3,182.91,
0 , 3 MiB, 24576 MiB,10.23 W,14.6,183.95,
0 , 3 MiB, 24576 MiB,10.25 W,15.8,184.99,
0 , 3 MiB, 24576 MiB,10.10 W,14.7,186.03,
0 , 3 MiB, 24576 MiB,10.22 W,13.0,187.06,
0 , 3 MiB, 24576 MiB,10.12 W,15.9,188.1,
0 , 3 MiB, 24576 MiB,9.98 W,15.2,189.14,
0 , 3 MiB, 24576 MiB,9.86 W,15.2,190.18,
0 , 3 MiB, 24576 MiB,10.79 W,14.9,191.22,
0 , 3 MiB, 24576 MiB,10.15 W,15.4,192.26,
0 , 3 MiB, 24576 MiB,10.42 W,13.0,193.3,
0 , 3 MiB, 24576 MiB,9.81 W,14.1,194.34,
0 , 3 MiB, 24576 MiB,10.19 W,13.6,195.38,
0 , 3 MiB, 24576 MiB,10.27 W,12.8,196.42,
0 , 3 MiB, 24576 MiB,10.57 W,16.5,197.46,
0 , 3 MiB, 24576 MiB,10.43 W,19.5,198.5,
0 , 3 MiB, 24576 MiB,10.36 W,15.6,199.54,
0 , 3 MiB, 24576 MiB,9.94 W,14.3,200.58,
0 , 3 MiB, 24576 MiB,9.60 W,15.0,201.62,
0 , 3 MiB, 24576 MiB,10.35 W,12.5,202.66,
0 , 3 MiB, 24576 MiB,9.75 W,15.1,203.7,
0 , 3 MiB, 24576 MiB,9.98 W,14.0,204.74,
0 , 3 MiB, 24576 MiB,9.86 W,14.6,205.78,
0 , 3 MiB, 24576 MiB,9.95 W,15.2,206.81,
0 , 3 MiB, 24576 MiB,9.42 W,15.6,207.85,
0 , 3 MiB, 24576 MiB,10.10 W,15.5,208.89,
0 , 3 MiB, 24576 MiB,9.93 W,12.8,209.93,
0 , 3 MiB, 24576 MiB,10.13 W,14.8,210.97,
