utilization_gpu,memory_used,memory_total,power_draw,cpu_usage,time,acc,flops,
2 %, 23477 MiB, 24576 MiB,58.86 W,14.6,1.11,0.21,2052567059,
5 %, 23633 MiB, 24576 MiB,63.73 W,13.8,2.18,
7 %, 23633 MiB, 24576 MiB,62.48 W,13.6,3.25,
7 %, 23633 MiB, 24576 MiB,61.84 W,13.2,4.32,
7 %, 23633 MiB, 24576 MiB,62.81 W,13.4,5.39,
7 %, 23633 MiB, 24576 MiB,62.35 W,13.3,6.46,
8 %, 23633 MiB, 24576 MiB,60.08 W,13.3,7.52,
7 %, 23633 MiB, 24576 MiB,62.31 W,13.1,8.59,
7 %, 23633 MiB, 24576 MiB,61.02 W,13.3,9.66,
7 %, 23633 MiB, 24576 MiB,62.50 W,13.4,10.73,
7 %, 23633 MiB, 24576 MiB,62.55 W,13.2,11.8,
7 %, 23633 MiB, 24576 MiB,60.32 W,13.3,12.87,
7 %, 23633 MiB, 24576 MiB,63.59 W,13.3,13.94,
8 %, 23633 MiB, 24576 MiB,62.15 W,13.4,15.0,
8 %, 23633 MiB, 24576 MiB,63.53 W,14.6,16.08,
8 %, 23633 MiB, 24576 MiB,62.80 W,13.7,17.15,
8 %, 23633 MiB, 24576 MiB,62.37 W,13.4,18.22,
8 %, 23633 MiB, 24576 MiB,64.33 W,13.3,19.29,
8 %, 23633 MiB, 24576 MiB,62.80 W,13.2,20.36,
8 %, 23633 MiB, 24576 MiB,62.46 W,13.3,21.43,
8 %, 23633 MiB, 24576 MiB,64.30 W,13.4,22.5,
8 %, 23633 MiB, 24576 MiB,62.53 W,13.3,23.57,
8 %, 23633 MiB, 24576 MiB,63.08 W,13.3,24.64,
7 %, 23633 MiB, 24576 MiB,62.49 W,13.4,25.71,
7 %, 23633 MiB, 24576 MiB,61.97 W,13.2,26.77,
7 %, 23633 MiB, 24576 MiB,63.15 W,13.4,27.84,
7 %, 23633 MiB, 24576 MiB,62.06 W,13.2,28.91,
7 %, 23633 MiB, 24576 MiB,62.59 W,13.7,29.98,
7 %, 23633 MiB, 24576 MiB,63.16 W,15.5,31.04,
7 %, 23633 MiB, 24576 MiB,62.42 W,13.8,32.12,
8 %, 23633 MiB, 24576 MiB,62.98 W,13.3,33.18,
7 %, 23633 MiB, 24576 MiB,62.61 W,13.3,34.25,
7 %, 23633 MiB, 24576 MiB,62.04 W,13.4,35.33,
7 %, 23633 MiB, 24576 MiB,62.97 W,13.4,36.4,
8 %, 23633 MiB, 24576 MiB,62.84 W,13.2,37.47,
8 %, 23633 MiB, 24576 MiB,62.01 W,13.4,38.54,
8 %, 23633 MiB, 24576 MiB,62.98 W,13.5,39.61,
8 %, 23633 MiB, 24576 MiB,61.42 W,13.2,40.68,
8 %, 23633 MiB, 24576 MiB,63.21 W,13.3,41.74,
8 %, 23633 MiB, 24576 MiB,63.36 W,13.3,42.81,
8 %, 23633 MiB, 24576 MiB,62.44 W,13.3,43.88,
8 %, 23633 MiB, 24576 MiB,63.12 W,13.5,44.96,
8 %, 23633 MiB, 24576 MiB,62.88 W,14.3,46.03,
8 %, 23633 MiB, 24576 MiB,62.71 W,13.7,47.1,
8 %, 23633 MiB, 24576 MiB,64.28 W,13.3,48.16,
8 %, 23633 MiB, 24576 MiB,62.56 W,13.4,49.23,
7 %, 23633 MiB, 24576 MiB,60.32 W,13.4,50.3,
7 %, 23633 MiB, 24576 MiB,62.97 W,13.4,51.38,
7 %, 23633 MiB, 24576 MiB,60.88 W,13.3,52.45,
7 %, 23633 MiB, 24576 MiB,62.83 W,13.3,53.52,
7 %, 23633 MiB, 24576 MiB,63.35 W,13.6,54.59,
7 %, 23633 MiB, 24576 MiB,62.43 W,13.2,55.66,
7 %, 23633 MiB, 24576 MiB,62.95 W,13.7,56.73,
7 %, 23633 MiB, 24576 MiB,62.71 W,13.3,57.8,
7 %, 23633 MiB, 24576 MiB,62.16 W,13.4,58.87,
7 %, 23633 MiB, 24576 MiB,63.39 W,13.7,59.94,
7 %, 23633 MiB, 24576 MiB,62.34 W,14.0,61.01,
7 %, 23633 MiB, 24576 MiB,62.28 W,13.6,62.08,
7 %, 23633 MiB, 24576 MiB,63.10 W,13.9,63.14,
7 %, 23633 MiB, 24576 MiB,62.08 W,13.6,64.21,
7 %, 23633 MiB, 24576 MiB,63.98 W,13.3,65.28,
7 %, 23633 MiB, 24576 MiB,62.53 W,13.5,66.35,
7 %, 23633 MiB, 24576 MiB,62.71 W,13.3,67.41,
7 %, 23633 MiB, 24576 MiB,63.41 W,13.1,68.48,
8 %, 23633 MiB, 24576 MiB,61.36 W,13.5,69.55,
8 %, 23633 MiB, 24576 MiB,62.84 W,13.4,70.62,
8 %, 23633 MiB, 24576 MiB,63.46 W,14.7,71.69,
7 %, 23633 MiB, 24576 MiB,62.81 W,13.3,72.75,
8 %, 23633 MiB, 24576 MiB,63.21 W,13.2,73.82,
8 %, 23633 MiB, 24576 MiB,62.98 W,13.4,74.89,
8 %, 23633 MiB, 24576 MiB,64.21 W,13.9,75.95,
8 %, 23633 MiB, 24576 MiB,62.86 W,13.7,77.03,
7 %, 23633 MiB, 24576 MiB,61.25 W,13.5,78.1,
7 %, 23633 MiB, 24576 MiB,63.47 W,13.3,79.17,
8 %, 23633 MiB, 24576 MiB,63.03 W,13.4,80.24,
8 %, 23633 MiB, 24576 MiB,62.26 W,13.4,81.31,
8 %, 23633 MiB, 24576 MiB,63.36 W,13.3,82.38,
8 %, 23633 MiB, 24576 MiB,63.06 W,13.5,83.45,
8 %, 23633 MiB, 24576 MiB,61.69 W,13.3,84.52,
8 %, 23633 MiB, 24576 MiB,63.53 W,13.3,85.59,
8 %, 23633 MiB, 24576 MiB,62.47 W,13.8,86.66,
7 %, 23633 MiB, 24576 MiB,63.37 W,13.3,87.72,
7 %, 23633 MiB, 24576 MiB,62.71 W,13.3,88.79,
7 %, 23633 MiB, 24576 MiB,62.62 W,13.7,89.86,
8 %, 23633 MiB, 24576 MiB,63.37 W,14.1,90.93,
8 %, 23633 MiB, 24576 MiB,62.46 W,13.3,91.99,
8 %, 23633 MiB, 24576 MiB,63.27 W,13.8,93.06,
8 %, 23633 MiB, 24576 MiB,63.23 W,13.5,94.13,
8 %, 23633 MiB, 24576 MiB,60.82 W,13.4,95.2,
8 %, 23633 MiB, 24576 MiB,63.12 W,13.2,96.27,
8 %, 23633 MiB, 24576 MiB,62.94 W,13.6,97.35,
7 %, 23633 MiB, 24576 MiB,62.73 W,13.3,98.42,
8 %, 23633 MiB, 24576 MiB,63.52 W,13.9,99.48,
8 %, 23633 MiB, 24576 MiB,61.67 W,13.2,100.57,
8 %, 23633 MiB, 24576 MiB,62.67 W,13.2,101.64,
8 %, 23633 MiB, 24576 MiB,63.40 W,13.2,102.7,
8 %, 23633 MiB, 24576 MiB,62.76 W,13.6,103.77,
8 %, 23633 MiB, 24576 MiB,63.42 W,13.6,104.84,
8 %, 23633 MiB, 24576 MiB,63.20 W,14.5,105.91,
7 %, 23633 MiB, 24576 MiB,62.52 W,13.4,106.98,
8 %, 23633 MiB, 24576 MiB,63.70 W,13.9,108.04,
8 %, 23633 MiB, 24576 MiB,63.13 W,13.4,109.11,
8 %, 23633 MiB, 24576 MiB,65.00 W,13.3,110.18,
8 %, 23633 MiB, 24576 MiB,63.52 W,13.4,111.26,
7 %, 23633 MiB, 24576 MiB,61.64 W,13.2,112.33,
7 %, 23633 MiB, 24576 MiB,63.53 W,13.3,113.39,
8 %, 23633 MiB, 24576 MiB,63.85 W,13.5,114.48,
7 %, 23633 MiB, 24576 MiB,62.59 W,13.4,115.55,
7 %, 23633 MiB, 24576 MiB,63.11 W,13.3,116.62,
7 %, 23633 MiB, 24576 MiB,63.22 W,13.2,117.69,
7 %, 23633 MiB, 24576 MiB,62.97 W,13.4,118.76,
7 %, 23633 MiB, 24576 MiB,63.31 W,13.4,119.82,
7 %, 23633 MiB, 24576 MiB,62.36 W,14.4,120.89,
7 %, 23633 MiB, 24576 MiB,62.73 W,14.1,121.96,
7 %, 23633 MiB, 24576 MiB,63.21 W,14.7,123.03,
7 %, 23633 MiB, 24576 MiB,61.68 W,13.3,124.11,
7 %, 23633 MiB, 24576 MiB,62.63 W,13.7,125.18,
8 %, 23633 MiB, 24576 MiB,63.83 W,13.6,126.25,
8 %, 23633 MiB, 24576 MiB,62.12 W,13.1,127.32,
7 %, 23633 MiB, 24576 MiB,63.43 W,13.4,128.39,
8 %, 23633 MiB, 24576 MiB,64.57 W,13.4,129.45,
8 %, 23633 MiB, 24576 MiB,62.71 W,13.5,130.52,
8 %, 23633 MiB, 24576 MiB,63.62 W,13.7,131.59,
8 %, 23633 MiB, 24576 MiB,63.37 W,13.3,132.66,
8 %, 23633 MiB, 24576 MiB,62.62 W,13.3,133.74,
7 %, 23633 MiB, 24576 MiB,64.74 W,13.3,134.81,
7 %, 23633 MiB, 24576 MiB,62.91 W,14.8,135.87,
8 %, 23633 MiB, 24576 MiB,63.47 W,13.7,136.94,
8 %, 23633 MiB, 24576 MiB,63.64 W,13.7,138.01,
8 %, 23633 MiB, 24576 MiB,62.69 W,13.4,139.08,
7 %, 23633 MiB, 24576 MiB,63.38 W,13.4,140.14,
7 %, 23633 MiB, 24576 MiB,62.88 W,13.2,141.21,
7 %, 23633 MiB, 24576 MiB,62.26 W,13.4,142.28,
7 %, 23633 MiB, 24576 MiB,63.75 W,13.3,143.36,
8 %, 23633 MiB, 24576 MiB,62.92 W,13.3,144.43,
8 %, 23633 MiB, 24576 MiB,62.75 W,13.4,145.5,
8 %, 23633 MiB, 24576 MiB,63.64 W,13.6,146.56,
8 %, 23633 MiB, 24576 MiB,62.06 W,13.6,147.63,
8 %, 23633 MiB, 24576 MiB,63.81 W,13.5,148.7,
8 %, 23633 MiB, 24576 MiB,63.05 W,13.4,149.76,
8 %, 23633 MiB, 24576 MiB,62.13 W,14.3,150.83,
8 %, 23633 MiB, 24576 MiB,63.62 W,13.3,151.9,
7 %, 23633 MiB, 24576 MiB,61.08 W,13.5,152.97,
7 %, 23633 MiB, 24576 MiB,63.24 W,13.4,154.04,
7 %, 23633 MiB, 24576 MiB,63.28 W,13.4,155.1,
7 %, 23633 MiB, 24576 MiB,62.64 W,13.3,156.17,
7 %, 23633 MiB, 24576 MiB,63.43 W,13.5,157.24,
7 %, 23633 MiB, 24576 MiB,62.66 W,13.4,158.3,
7 %, 23633 MiB, 24576 MiB,63.31 W,13.3,159.37,
7 %, 23633 MiB, 24576 MiB,63.18 W,13.4,160.44,
7 %, 23633 MiB, 24576 MiB,62.82 W,13.6,161.51,
7 %, 23633 MiB, 24576 MiB,63.37 W,13.3,162.58,
7 %, 23633 MiB, 24576 MiB,63.25 W,13.4,163.65,
7 %, 23633 MiB, 24576 MiB,63.47 W,13.3,164.72,
