utilization_gpu,memory_used,memory_total,power_draw,cpu_usage,time,acc,flops,
0 %, 3 MiB, 24576 MiB,9.94 W,10.8,1.07,0.1359,2052567059,
0 %, 3 MiB, 24576 MiB,10.51 W,11.1,2.1,
0 %, 3 MiB, 24576 MiB,9.89 W,11.1,3.13,
0 %, 3 MiB, 24576 MiB,10.42 W,11.0,4.17,
0 %, 3 MiB, 24576 MiB,10.29 W,10.9,5.2,
0 %, 3 MiB, 24576 MiB,10.52 W,10.9,6.23,
0 %, 3 MiB, 24576 MiB,10.38 W,10.9,7.26,
0 %, 3 MiB, 24576 MiB,10.61 W,11.0,8.3,
0 %, 3 MiB, 24576 MiB,10.65 W,12.1,9.33,
0 %, 3 MiB, 24576 MiB,10.73 W,10.7,10.37,
0 %, 3 MiB, 24576 MiB,10.59 W,10.7,11.4,
0 %, 3 MiB, 24576 MiB,10.07 W,10.8,12.43,
0 %, 3 MiB, 24576 MiB,10.00 W,10.9,13.47,
0 %, 3 MiB, 24576 MiB,9.90 W,10.9,14.5,
0 %, 3 MiB, 24576 MiB,10.47 W,10.9,15.54,
0 %, 3 MiB, 24576 MiB,10.40 W,10.7,16.57,
0 %, 3 MiB, 24576 MiB,10.30 W,10.7,17.6,
0 %, 3 MiB, 24576 MiB,10.69 W,11.1,18.64,
0 %, 3 MiB, 24576 MiB,10.45 W,10.9,19.67,
0 %, 3 MiB, 24576 MiB,10.54 W,10.7,20.7,
0 %, 3 MiB, 24576 MiB,10.28 W,11.1,21.74,
0 %, 3 MiB, 24576 MiB,10.47 W,10.6,22.77,
0 %, 3 MiB, 24576 MiB,10.34 W,11.8,23.81,
0 %, 3 MiB, 24576 MiB,10.05 W,10.8,24.84,
0 %, 3 MiB, 24576 MiB,10.22 W,11.4,25.87,
0 %, 3 MiB, 24576 MiB,10.23 W,11.0,26.9,
0 %, 3 MiB, 24576 MiB,9.98 W,10.9,27.94,
0 %, 3 MiB, 24576 MiB,10.43 W,10.8,28.97,
0 %, 3 MiB, 24576 MiB,11.02 W,10.7,30.0,
0 %, 3 MiB, 24576 MiB,10.89 W,10.7,31.04,
0 %, 3 MiB, 24576 MiB,9.92 W,10.9,32.07,
0 %, 3 MiB, 24576 MiB,10.09 W,11.0,33.1,
0 %, 3 MiB, 24576 MiB,10.58 W,10.9,34.14,
0 %, 3 MiB, 24576 MiB,10.26 W,10.9,35.17,
0 %, 3 MiB, 24576 MiB,9.89 W,10.9,36.2,
0 %, 3 MiB, 24576 MiB,10.50 W,10.6,37.24,
0 %, 3 MiB, 24576 MiB,10.64 W,11.0,38.27,
0 %, 3 MiB, 24576 MiB,10.31 W,12.2,39.31,
0 %, 3 MiB, 24576 MiB,10.11 W,10.8,40.34,
0 %, 3 MiB, 24576 MiB,9.92 W,10.7,41.38,
0 %, 3 MiB, 24576 MiB,10.16 W,10.7,42.41,
0 %, 3 MiB, 24576 MiB,10.31 W,11.1,43.44,
0 %, 3 MiB, 24576 MiB,10.34 W,10.7,44.48,
0 %, 3 MiB, 24576 MiB,10.10 W,10.7,45.51,
0 %, 3 MiB, 24576 MiB,10.36 W,10.8,46.54,
0 %, 3 MiB, 24576 MiB,10.13 W,10.8,47.58,
0 %, 3 MiB, 24576 MiB,10.43 W,11.1,48.61,
0 %, 3 MiB, 24576 MiB,10.09 W,10.8,49.64,
0 %, 3 MiB, 24576 MiB,9.85 W,10.6,50.68,
0 %, 3 MiB, 24576 MiB,10.54 W,11.0,51.71,
0 %, 3 MiB, 24576 MiB,10.26 W,10.6,52.75,
0 %, 3 MiB, 24576 MiB,10.24 W,11.4,53.78,
0 %, 3 MiB, 24576 MiB,10.15 W,11.1,54.81,
0 %, 3 MiB, 24576 MiB,10.01 W,10.8,55.85,
0 %, 3 MiB, 24576 MiB,10.18 W,10.6,56.88,
0 %, 3 MiB, 24576 MiB,9.94 W,10.8,57.91,
0 %, 3 MiB, 24576 MiB,9.84 W,10.8,58.95,
0 %, 3 MiB, 24576 MiB,9.36 W,10.7,59.98,
0 %, 3 MiB, 24576 MiB,9.90 W,10.7,61.02,
0 %, 3 MiB, 24576 MiB,10.63 W,10.7,62.05,
0 %, 3 MiB, 24576 MiB,10.61 W,10.8,63.08,
0 %, 3 MiB, 24576 MiB,10.30 W,11.0,64.12,
0 %, 3 MiB, 24576 MiB,10.77 W,10.7,65.15,
